"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
1.473152307E2,-6.250775419E-3,1.678337459E-3,-3.997356165E-3
1.473251757E2,-2.632506657E-3,7.282768376E-3,-2.534825355E-3
1.473351197E2,-5.367573351E-3,-6.919603795E-3,-3.852291033E-3
1.473450637E2,5.467515439E-4,6.293690298E-3,-1.997737214E-3
1.473550087E2,-3.567566164E-3,-1.286198851E-3,-2.806539182E-3
1.473649527E2,3.768878523E-3,9.357279167E-3,-6.175749004E-4
1.473748977E2,-4.992921837E-3,-1.969145145E-3,-1.142374240E-4
1.473848417E2,-5.309008993E-4,8.334418759E-3,-2.081406070E-3
1.473947857E2,-3.464373294E-3,-7.278362755E-3,-6.827957928E-3
1.474047307E2,1.391195692E-4,9.767620824E-3,-7.552511059E-3
1.474146747E2,-2.512856387E-3,-7.053969428E-3,-2.750033047E-3
1.474246187E2,-9.379927069E-4,1.089099329E-2,-3.095536027E-3
1.474345637E2,-1.991805155E-3,-7.747406140E-3,-2.238530898E-3
1.474445077E2,1.059985487E-3,1.040932164E-2,-1.957084052E-3
1.474544517E2,-4.615477286E-3,-5.800008308E-3,-9.104618803E-4
1.474643967E2,4.214653745E-4,7.864079438E-3,-2.195644658E-3
1.474743407E2,-1.850210596E-3,-2.865529852E-3,-3.374093445E-3
1.474842857E2,2.131001092E-4,6.620176136E-3,2.224454656E-4
1.474942300E2,-4.987628199E-4,-2.100344747E-3,-1.183969900E-3
1.475041740E2,-1.932789106E-3,4.075491801E-3,-5.501515232E-3
1.475141190E2,-1.818273216E-3,1.818462624E-3,-4.424532875E-3
1.475240630E2,-3.419127315E-4,9.709435981E-4,-4.382108804E-3
1.475340070E2,-1.743999310E-4,2.839417430E-3,-3.363183467E-3
1.475439520E2,-1.015052665E-3,5.477487110E-3,-3.117945511E-3
1.475538960E2,1.732530538E-3,1.106848940E-4,-3.545116633E-3
1.475638400E2,1.432617195E-3,-3.110921243E-3,-1.903098077E-3
1.475737850E2,3.567939624E-3,3.546182532E-3,-4.112456460E-3
1.475837290E2,6.073340774E-4,3.816898679E-3,-2.864424372E-3
1.475936740E2,-8.056033403E-5,7.056633942E-3,-9.163222276E-4
1.476036180E2,-1.223545056E-3,-9.426512755E-3,-3.997359890E-3
1.476135620E2,-9.894534014E-4,6.008215714E-4,-3.234896809E-3
1.476235070E2,-6.851619110E-4,-1.520862337E-3,-2.369659953E-3
1.476334510E2,4.176971037E-3,1.129453443E-2,-3.180592321E-3
1.476433950E2,-7.900572382E-4,-5.787104368E-3,-2.941139275E-3
1.476533400E2,2.778578550E-3,1.280974969E-2,-1.477465965E-3
1.476632840E2,-2.143349964E-3,-2.098444616E-3,-5.680955015E-3
1.476732280E2,1.905720215E-3,8.727571927E-3,-3.395962995E-3
1.476831730E2,1.001971308E-3,-5.774991587E-3,-3.399076406E-3
1.476931170E2,2.752200700E-3,6.865436211E-3,-3.857939038E-3
1.477030610E2,-2.086269669E-4,-7.276387885E-3,-3.859349526E-3
1.477130060E2,6.606290117E-4,2.930177143E-3,-4.548575263E-3
1.477229500E2,1.042846823E-3,-4.882646725E-3,-3.222018015E-3
1.477328950E2,1.627144404E-3,5.739104934E-3,-3.970099613E-3
1.477428390E2,4.557345528E-3,-2.350608353E-3,1.503680833E-4
1.477527830E2,-1.813468523E-3,4.150700290E-3,-1.743671950E-3
1.477627280E2,-1.781123690E-3,-3.747592680E-3,-4.790645558E-3
1.477726720E2,2.170740860E-3,3.142005065E-3,-1.773816766E-3
1.477826160E2,2.724950900E-3,-4.509156104E-3,-5.191659555E-3
1.477925610E2,-9.134178981E-5,-4.209550563E-3,-3.752220888E-3
1.478025050E2,1.882839715E-3,-4.443477374E-4,-2.457172377E-3
1.478124490E2,-2.669034991E-3,1.090431935E-3,-2.245717216E-3
1.478223940E2,1.854891889E-4,2.005949151E-3,-2.304056194E-3
1.478323380E2,-2.527738921E-3,-7.181690540E-3,-4.480923992E-3
1.478422820E2,9.015589021E-4,4.973123781E-3,-5.026684143E-3
1.478522270E2,-4.146995023E-3,-6.192711648E-3,-2.184292534E-3
1.478621710E2,1.220404636E-3,7.336906157E-3,-2.941758372E-3
1.478721160E2,-3.810307011E-3,-7.080914918E-3,-3.086368088E-3
1.478820600E2,-3.020262346E-3,5.803944543E-3,-3.732136684E-3
1.478920040E2,-2.868462354E-3,-6.710249931E-3,-3.457298502E-3
1.479019490E2,1.853405498E-3,8.638013154E-3,-5.107409321E-3
1.479118930E2,-1.400444657E-3,-5.497779697E-3,-2.606168622E-3
1.479218370E2,-6.520748138E-4,9.341626428E-3,-6.086877547E-4
1.479317820E2,-2.931474242E-3,-1.108695008E-2,-3.009527456E-3
1.479417260E2,2.069942188E-3,8.775970899E-3,-2.364509972E-3
1.479516700E2,-4.516854417E-3,-3.587221727E-3,-1.025206409E-3
1.479616150E2,-5.872268230E-5,9.238827974E-3,-1.551518217E-4
1.479715590E2,-4.800214898E-3,-7.448005956E-3,-4.879865795E-3
1.479815030E2,-7.315659896E-4,3.238511970E-3,-2.609467600E-3
1.479914480E2,-2.967556007E-3,-3.891569097E-3,-3.478190629E-3
1.480013920E2,6.119441241E-5,9.247178212E-3,-2.879339037E-3
1.480113370E2,1.081717666E-3,-7.211956661E-3,-3.781884443E-3
1.480212810E2,2.580065280E-3,-6.160156336E-4,-1.642235089E-3
1.480312250E2,2.173087560E-4,2.204804681E-3,-5.838950165E-4
1.480411700E2,-1.610110048E-3,5.046645179E-3,-3.028507810E-3
1.480511140E2,-5.262033083E-4,-7.835468277E-4,-4.429596942E-3
1.480610580E2,-1.893396024E-3,-2.060970524E-3,-5.103621632E-3
1.480710030E2,-9.501040913E-4,-1.364819938E-3,-3.901204327E-3
1.480809470E2,1.459843712E-3,-5.577648990E-4,-1.649536192E-3
1.480908910E2,1.747198636E-3,-5.580312572E-4,-1.544374973E-4
1.481008360E2,-1.835647505E-3,-6.663426291E-3,-1.676679356E-3
1.481107800E2,4.055530764E-3,9.058544412E-3,-3.804811509E-3
1.481207250E2,-2.075056080E-3,-7.902992889E-3,-1.119091641E-3
1.481306690E2,-7.727704942E-4,2.413559705E-3,-7.166881114E-4
1.481406130E2,5.526752211E-4,-7.856521755E-3,-3.799218684E-3
1.481505580E2,4.999355413E-3,4.927982111E-3,3.670305014E-4
1.481605020E2,-1.096822787E-3,-9.899446741E-3,-4.136641044E-3
1.481704460E2,1.719203778E-3,5.819569342E-4,-3.164587077E-3
1.481803910E2,1.551104011E-3,-3.619032912E-3,-2.741489327E-3
1.481903350E2,1.339382725E-3,5.487113725E-3,-3.025648650E-3
1.482002790E2,2.327278024E-3,-4.112835508E-3,-2.830234822E-3
1.482102240E2,2.539265668E-3,4.444966093E-3,-2.115974901E-3
1.482201680E2,7.827505469E-4,-5.150196608E-3,-2.620550804E-4
1.482301120E2,3.128196346E-3,6.092071533E-3,2.284990624E-4
1.482400570E2,-4.954678006E-4,-1.284076832E-2,-3.408610355E-3
1.482500010E2,1.299236203E-3,5.353149027E-3,-4.836064763E-3
1.482599460E2,3.171063028E-3,-2.959349426E-3,-1.174908830E-3
1.482698900E2,8.778148331E-4,7.459735498E-3,-3.799187951E-3
1.482798340E2,1.527562039E-3,-1.243433915E-3,-2.059871331E-4
1.482897790E2,1.127555268E-3,-8.684608620E-4,-1.514930744E-3
1.482997230E2,5.090977531E-3,4.801083356E-3,-1.775827259E-3
1.483096670E2,-9.195106104E-4,1.759487321E-3,-5.329297855E-4
1.483196120E2,8.495463990E-4,3.070099745E-3,-1.435591839E-4
1.483295560E2,2.585910261E-4,-7.754584774E-3,-2.884750953E-3
1.483395000E2,7.726857439E-4,6.257841364E-3,-1.562397694E-3
1.483494450E2,-2.421776298E-3,-3.319951473E-3,-4.394935910E-3
1.483593890E2,1.517764293E-3,4.653902259E-3,-2.817795612E-3
1.483693330E2,-1.425295137E-3,-1.764049288E-3,9.937202558E-4
1.483792780E2,2.872799058E-3,7.576783653E-3,-2.149170963E-3
1.483892220E2,1.214873046E-4,-9.368643165E-3,-2.855441300E-3
1.483991670E2,4.476064816E-3,8.415928110E-3,-1.148730516E-3
1.484091110E2,2.327160211E-3,-4.801340401E-3,2.297932748E-3
1.484190550E2,2.272992861E-3,1.121310703E-2,6.538690068E-4
1.484290000E2,-3.583298065E-3,-1.293883473E-2,-4.210128449E-3
1.484389440E2,8.009662852E-4,5.166031420E-3,-2.945361659E-3
1.484488880E2,-1.336220652E-3,-7.203552872E-3,-2.256934531E-3
1.484588330E2,1.393054146E-3,1.029580459E-2,1.360703260E-3
1.484687770E2,-2.276249230E-3,-9.670181200E-3,1.680815127E-3
1.484787210E2,9.591069538E-4,3.064444754E-3,-6.768964231E-4
1.484886660E2,1.003847923E-3,-2.938013058E-4,-3.366156481E-3
1.484986095E2,3.384033218E-3,1.168277860E-2,4.461738281E-4
1.485085535E2,-2.314598765E-3,-3.574737813E-3,-5.220500287E-3
1.485184985E2,2.191509120E-4,1.002143486E-3,-2.431058325E-3
1.485284425E2,9.408676997E-4,-7.239274681E-3,-2.907764167E-3
1.485383875E2,1.648363657E-3,4.653930198E-3,-2.308647148E-3
1.485483315E2,3.779425286E-3,-1.930469181E-3,-1.975485822E-3
1.485582755E2,1.302571036E-4,3.251837334E-3,1.239655074E-3
1.485682205E2,1.772362273E-3,5.077434238E-3,-2.422723919E-3
1.485781645E2,-1.175258309E-3,-4.104194231E-4,-1.903173514E-3
1.485881085E2,1.034899149E-3,7.331417874E-4,-3.522641491E-3
1.485980535E2,2.145115286E-3,-4.404303618E-4,-9.038290009E-4
1.486079975E2,2.855913015E-3,4.928768612E-3,-3.722617403E-4
1.486179415E2,-2.165121958E-3,-2.579449909E-3,-3.403097158E-3
1.486278865E2,3.033620305E-4,5.676349625E-3,-2.900292166E-3
1.486378305E2,-3.959998023E-3,-9.380467236E-4,-3.793747164E-4
1.486477745E2,8.576600812E-4,1.155084744E-2,-5.303760991E-4
1.486577195E2,-1.057109796E-3,-5.283277482E-3,9.204042144E-4
1.486676635E2,3.712079022E-3,4.754709080E-3,-2.180048032E-3
1.486776075E2,1.463572029E-3,-3.189234529E-3,-2.035171958E-3
1.486875525E2,3.622596618E-3,1.377616730E-2,9.294589981E-4
1.486974965E2,-2.640390769E-3,-2.237798180E-3,-4.470601212E-3
1.487074415E2,1.235573785E-3,7.873425260E-3,-4.050620832E-3
1.487173855E2,-1.673636027E-3,-9.473858401E-3,-3.520556260E-3
1.487273295E2,4.282523878E-3,1.310309023E-2,-1.553811831E-3
1.487372745E2,-1.866064500E-3,-4.087535664E-3,-4.767115694E-3
1.487472185E2,1.584327081E-3,8.010938764E-3,-1.650151797E-3
1.487571625E2,-1.783013344E-3,-3.303921781E-3,-8.544279262E-4
1.487671075E2,7.826760411E-4,6.018207408E-3,-3.174041398E-3
1.487770515E2,-1.487776637E-3,-2.601412823E-3,1.757539809E-3
1.487869955E2,-3.053183202E-3,5.504450761E-3,-3.573842114E-3
1.487969405E2,-4.133463372E-3,-2.755810507E-3,-2.814566018E-3
1.488068845E2,2.880237531E-3,-7.368682418E-4,-1.598832896E-3
1.488168285E2,-2.025779802E-3,5.696900189E-5,-2.815427724E-3
1.488267735E2,-5.253548734E-4,2.245821059E-3,-1.159474254E-3
1.488367175E2,1.140967477E-3,3.119248431E-4,-6.607882679E-4
1.488466625E2,2.114885487E-3,-4.141679499E-3,-9.904874023E-4
1.488566065E2,1.309993677E-3,1.597231487E-3,-3.554639407E-3
1.488665505E2,-9.209364653E-4,2.177141141E-4,2.861716785E-4
1.488764955E2,-1.950939186E-4,7.214589510E-3,2.684583887E-5
1.488864395E2,-1.947187353E-3,-5.872450303E-3,-4.751397762E-3
1.488963835E2,2.052570460E-3,2.282697009E-3,-3.649546299E-3
1.489063285E2,-1.310469117E-3,-5.073220469E-3,-3.669786500E-3
1.489162725E2,1.125084236E-3,8.973156102E-3,-1.822137740E-3
1.489262165E2,-3.919475246E-3,-7.954960689E-3,-9.387671016E-4
1.489361615E2,2.767362865E-3,1.152280066E-2,-1.828317763E-3
1.489461055E2,1.395302359E-3,-6.090015173E-3,-2.137510804E-3
1.489560495E2,1.796200871E-3,5.693739280E-3,6.069471128E-4
1.489659945E2,-1.093595289E-3,-5.042794161E-3,-8.026640862E-4
1.489759385E2,3.777011065E-3,8.796773851E-3,-4.574703053E-4
1.489858825E2,-3.751232289E-4,-1.215271652E-2,-3.236745251E-3
1.489958275E2,4.184121266E-3,6.274702027E-3,-3.849813249E-3
1.490057715E2,1.108162105E-4,-1.086034253E-2,-3.465252696E-3
1.490157165E2,1.845747232E-3,8.415095508E-3,-2.208981663E-3
1.490256605E2,-9.756055661E-4,-3.168323077E-3,-2.267571166E-3
1.490356045E2,-5.898773670E-4,-1.028629253E-3,-1.406550407E-3
1.490455495E2,-7.683094591E-4,1.120275585E-3,-3.798601683E-3
1.490554935E2,-3.906457219E-3,1.696756110E-3,-4.384783562E-3
1.490654375E2,-9.884322062E-4,-2.256706357E-3,3.148964606E-4
1.490753825E2,4.138173535E-4,-1.493906835E-3,2.104010899E-3
1.490853265E2,-2.184170298E-4,1.236971002E-4,-3.067048965E-3
1.490952705E2,-5.894816481E-3,-1.199681079E-3,3.065997735E-4
1.491052155E2,-2.835643943E-3,1.213409356E-3,1.342036761E-3
1.491151595E2,-3.155996092E-3,-4.041793291E-3,-1.131294295E-3
1.491251035E2,3.532511182E-4,6.364242174E-3,2.719252370E-4
1.491350485E2,-6.434731651E-3,-5.335102789E-3,-1.774576260E-3
1.491449925E2,-3.154782113E-3,1.849572989E-3,-1.097600674E-3
1.491549375E2,-4.596748855E-3,-5.619479809E-3,-3.398507368E-3
1.491648815E2,-7.546064444E-4,5.248880479E-3,-2.369994763E-3
1.491748255E2,-1.482391264E-3,-8.652430028E-3,-3.438356332E-3
1.491847705E2,1.980634406E-4,2.732317196E-3,2.935314551E-4
1.491947145E2,-3.684603143E-3,-1.042554714E-2,-3.597582690E-3
1.492046585E2,1.230526716E-3,5.016525742E-3,2.829092555E-4
1.492146035E2,-2.155623399E-3,-8.524988778E-3,3.138906322E-4
1.492245475E2,1.018331852E-3,6.280322559E-3,-7.894570008E-4
1.492344915E2,-1.013273373E-3,-9.935227223E-3,-1.241046702E-3
1.492444365E2,1.356939785E-3,4.870616831E-3,-2.149983542E-3
1.492543805E2,-4.155165050E-3,-1.648595557E-3,-2.057587029E-3
1.492643245E2,-4.422014114E-3,3.876398318E-3,-1.532411668E-3
1.492742695E2,-4.511530045E-3,-1.251476351E-2,-2.178901341E-3
1.492842135E2,-2.243733034E-4,-1.896740636E-3,-3.008742351E-3
1.492941575E2,3.686537966E-4,-6.443834864E-4,-3.156059887E-3
1.493041025E2,-3.100113943E-3,-1.058238558E-3,-1.156292157E-3
1.493140465E2,-7.186406292E-4,-3.079483751E-3,-2.313273493E-3
1.493239915E2,-1.138088759E-3,-1.657089684E-3,-1.669321209E-3
1.493339355E2,-8.042762056E-4,-1.153072808E-4,-9.444777388E-4
1.493438795E2,-1.143030357E-3,-3.073280212E-3,2.864352427E-4
1.493538245E2,1.468361355E-3,3.777498612E-3,-2.102589468E-3
1.493637685E2,-1.075489912E-3,-3.336869646E-3,-2.168635838E-3
1.493737125E2,-2.972430084E-3,1.886497368E-3,-3.211795818E-3
1.493836575E2,-4.066456109E-3,-2.647001762E-3,-2.337479964E-3
1.493936015E2,-2.739639487E-3,3.437897889E-3,-5.646985956E-4
1.494035455E2,-2.600356005E-3,-5.462653004E-3,3.511626273E-4
1.494134905E2,-8.932999335E-4,2.510475926E-3,1.232428476E-4
1.494234345E2,-3.411585465E-3,-3.894160036E-3,-2.437919145E-3
1.494333785E2,-6.224601530E-3,8.570693433E-3,6.900196895E-4
1.494433235E2,-4.212583415E-3,-9.763572365E-3,-2.103636507E-3
1.494532675E2,-2.417988144E-4,9.872849099E-3,-1.741191372E-4
1.494632115E2,-3.302569967E-3,-8.083248511E-3,-8.601495065E-4
1.494731565E2,-4.833610728E-5,7.703782059E-3,-1.289726002E-3
1.494831005E2,-5.170394201E-3,-1.129813865E-2,-1.602913719E-3
1.494930445E2,1.490436262E-3,6.952677853E-3,-1.138791209E-3
1.495029935E2,-4.062787164E-3,-6.455007009E-3,-1.084995456E-3
1.495129375E2,-1.134508289E-3,4.992902279E-3,-4.470478743E-4
1.495228825E2,1.656218199E-3,-9.119188413E-3,1.563638914E-3
1.495328265E2,1.553079812E-3,4.403716885E-3,-1.669417135E-3
1.495427705E2,1.430840697E-3,-7.905121893E-4,-2.248920966E-3
1.495527155E2,-1.985994168E-4,1.310110558E-3,-2.972898539E-3
1.495626595E2,-6.011500955E-5,-1.007105922E-3,-1.862360397E-3
1.495726035E2,-2.804988064E-3,-8.597746491E-3,-1.221527345E-3
1.495825485E2,8.880300447E-5,9.209231939E-4,6.591971032E-4
1.495924925E2,-1.674108673E-3,-7.384712808E-4,-2.141795121E-4
1.496024365E2,2.287202515E-4,1.347582787E-3,4.066033289E-4
1.496123815E2,-2.667187247E-3,-5.965848453E-3,-3.110500285E-3
1.496223255E2,1.635149354E-3,7.128914818E-3,8.043465205E-4
1.496322695E2,-2.648380119E-3,2.522575669E-4,2.440959215E-4
1.496422145E2,-6.564659998E-5,4.134081304E-3,-1.489866991E-4
1.496521585E2,-1.513326541E-3,-7.450084668E-3,-4.093886819E-4
1.496621025E2,-1.066448167E-4,4.691799171E-3,-9.332324844E-4
1.496720475E2,-4.912999459E-3,-4.285370000E-3,-7.732533850E-4
1.496819915E2,-3.904192708E-4,7.173945196E-3,3.266320564E-4
1.496919355E2,-3.775919788E-3,-7.464800496E-3,-2.268112265E-3
1.497018805E2,-3.907755017E-4,7.845978253E-3,1.367223449E-4
1.497118245E2,-2.353865653E-3,-1.140850410E-2,-3.436927218E-4
1.497217695E2,1.076944172E-4,1.053647604E-2,-1.122134738E-3
1.497317135E2,-1.438932959E-3,-7.454990409E-3,-1.539750723E-3
1.497416575E2,4.147047177E-3,1.140631456E-2,-1.840155106E-3
1.497516025E2,5.623539910E-4,-5.964610726E-3,-1.306757797E-3
1.497615465E2,2.498738468E-3,5.883260164E-3,-2.351782285E-3
1.497714905E2,-3.354935907E-4,-2.539265901E-3,-1.227454981E-3
1.497814355E2,1.009668922E-3,6.658227183E-3,-2.242385875E-3
1.497913795E2,2.175696893E-3,-2.952842042E-3,-3.208469367E-3
1.498013235E2,-1.900004689E-3,6.517625414E-3,-4.067604896E-3
1.498112685E2,-3.745928407E-3,-3.524678759E-3,-2.715870738E-3
1.498212125E2,-9.107273072E-4,1.143669337E-2,-2.358208410E-3
1.498311565E2,-1.186011359E-3,3.764981870E-3,-3.442990128E-4
1.498411015E2,-1.257117838E-3,6.898296997E-4,-1.829011366E-3
1.498510455E2,5.246354733E-3,4.932802171E-3,3.070803359E-4
1.498609895E2,-1.177189872E-3,-1.814316493E-3,1.760633662E-3
1.498709345E2,-2.047843300E-4,6.357648410E-3,-9.242165834E-4
1.498808785E2,-3.590727225E-3,8.989847265E-5,-2.152466681E-3
1.498908235E2,1.859920099E-3,7.276186720E-3,-2.100168727E-3
1.499007675E2,-3.382530995E-4,-2.682437422E-3,-1.144360285E-3
1.499107115E2,3.390870057E-3,8.682760410E-3,-7.777139544E-4
1.499206565E2,-6.632599980E-4,-2.065757755E-3,-1.228587003E-3
1.499306005E2,1.304873032E-3,1.056334190E-2,-2.174539957E-3
1.499405445E2,-4.147150554E-3,-5.245181266E-3,-4.735789262E-4
1.499504895E2,1.414920669E-3,1.139064878E-2,-9.698576760E-4
1.499604335E2,-1.793389674E-3,-8.866686374E-3,8.959528059E-4
1.499703775E2,9.861972649E-4,8.380996063E-3,-2.808613703E-3
1.499803225E2,-1.427691896E-3,-1.023476571E-2,2.533687279E-3
1.499902665E2,2.090475755E-3,7.836954668E-3,-2.617603168E-3
1.500002105E2,-1.448332798E-3,-9.488771670E-3,-1.459927065E-3
1.500101555E2,3.798109945E-3,7.315652445E-3,1.700102352E-3
1.500200995E2,-1.649119891E-3,-8.925369009E-3,-2.922879066E-3
1.500300435E2,-2.441499382E-3,7.257623598E-3,5.578254350E-4
1.500399885E2,-3.095038701E-3,-5.409435369E-3,8.728774264E-4
1.500499325E2,4.354305565E-5,4.354856908E-3,1.114706509E-3
1.500598765E2,-1.071919687E-4,-6.590734702E-3,-2.363115316E-3
1.500698215E2,-1.236315351E-3,1.974381506E-3,-1.113480655E-3
1.500797655E2,1.803416992E-3,-7.322713267E-3,-2.252248349E-3
1.500897095E2,2.210378181E-3,8.282663766E-4,6.333831698E-5
1.500996545E2,1.678545028E-3,-3.381392453E-3,-7.542520761E-4
1.501095985E2,-1.816439442E-3,-3.650715807E-3,-1.341761090E-3
1.501195435E2,1.325824065E-3,1.223667758E-3,1.508620102E-3
1.501294875E2,6.284331903E-4,9.740131209E-4,1.090160105E-3
1.501394315E2,1.885178965E-3,5.693933461E-3,1.684844028E-3
1.501493765E2,-2.045990434E-3,-1.509659924E-3,-1.201490872E-3
1.501593205E2,1.478969352E-3,5.365290679E-3,-3.112575039E-3
1.501692645E2,-3.650394268E-3,-4.129042849E-3,-1.086582430E-3
1.501792095E2,3.243735991E-4,1.053272374E-2,-1.331060659E-3
1.501891535E2,-2.081203274E-3,-5.377319176E-3,-1.796643948E-3
1.501990975E2,-2.635954879E-4,4.128301982E-3,-3.366989549E-4
1.502090425E2,-4.369867966E-4,-6.703222170E-3,9.093009867E-4
1.502189865E2,3.586516948E-3,5.350511055E-3,-2.995425835E-3
1.502289305E2,4.065475892E-3,-8.492483757E-3,8.642137982E-4
1.502388755E2,3.837243188E-3,9.377060458E-3,-7.696356624E-4
1.502488195E2,4.417728633E-4,-8.355644532E-3,-4.098383710E-3
1.502587635E2,2.515310189E-3,7.394290064E-3,-3.723548725E-4
1.502687085E2,1.699642045E-3,-6.359478459E-3,-1.403185539E-3
1.502786525E2,2.234138316E-3,8.785119280E-3,-1.624494093E-3
1.502885965E2,1.420646207E-3,-3.793320153E-3,-1.905097859E-3
1.502985415E2,2.781787654E-3,7.479840424E-3,-1.897374634E-3
1.503084855E2,-2.203490585E-4,-4.868453834E-3,-3.890860360E-3
1.503184295E2,1.690468984E-3,6.018548738E-3,-1.633565174E-3
1.503283745E2,2.632229589E-4,3.397782799E-3,1.150034368E-3
1.503383185E2,-1.157573424E-3,-1.841454068E-3,8.147424087E-4
1.503482635E2,-1.118720043E-3,-5.072773900E-3,-1.305102604E-3
1.503582075E2,5.582724698E-4,-2.146492712E-3,-7.644810248E-4
1.503681515E2,3.831875511E-3,-1.025847625E-3,-3.288972657E-4
1.503780965E2,1.037687063E-3,6.515425630E-3,-1.528651454E-3
1.503880405E2,1.293782145E-3,3.839016892E-3,8.350769058E-4
1.503979845E2,8.085542358E-4,-8.971488569E-4,9.669032879E-4
1.504079295E2,2.380870283E-4,8.825105615E-3,-8.564852178E-4
1.504178735E2,-2.629072405E-3,-4.002521746E-5,-1.465017674E-3
1.504278175E2,1.645516604E-4,1.078490168E-2,-5.133138038E-4
1.504377625E2,-3.751360346E-3,-3.141832771E-3,-2.086176537E-3
1.504477065E2,-4.395684227E-4,6.764697842E-3,-3.507353831E-4
1.504576505E2,-4.848964512E-3,-5.061335396E-3,-9.126623627E-4
1.504675955E2,8.467650041E-4,1.186617650E-2,2.834498417E-3
1.504775395E2,-2.655824181E-3,-8.912072517E-3,5.556317046E-4
1.504874835E2,-1.617990434E-3,9.676259011E-3,-7.115006447E-4
1.504974242E2,-1.932509709E-3,-1.047082152E-2,-1.642009011E-3
1.505073682E2,4.241230432E-3,4.448739812E-3,-5.959193222E-4
1.505173122E2,1.626272453E-3,-7.324828766E-3,-2.431902569E-3
1.505272572E2,3.127599601E-3,5.874176510E-3,-2.240451984E-3
1.505372012E2,-1.661296468E-3,-2.049260307E-3,-2.201569732E-3
1.505471452E2,8.243680932E-4,5.311676767E-3,-9.960192256E-4
1.505570902E2,1.584433950E-3,-5.384909455E-3,-5.731091369E-4
1.505670342E2,1.980206696E-3,3.158970969E-3,1.884016208E-3
1.505769782E2,-2.886720467E-3,-2.988774795E-4,-4.608971067E-4
1.505869232E2,-9.918962605E-4,4.078327678E-3,7.225647569E-4
1.505968672E2,1.279247459E-3,4.537655041E-4,-1.378402812E-3
1.506068112E2,1.610028557E-4,2.483772114E-3,-1.948397025E-3
1.506167562E2,-2.118395641E-4,-2.743480261E-3,-3.306076629E-3
1.506267002E2,2.668470610E-3,6.475718692E-5,-6.420225836E-4
1.506366452E2,2.563009504E-3,4.474152811E-3,-1.841510413E-3
1.506465892E2,1.829826273E-3,-1.350590261E-3,3.586052917E-4
1.506565332E2,1.413822174E-4,-8.195561823E-4,-2.763684839E-3
1.506664782E2,-7.774527185E-4,-5.910971668E-3,-6.972285919E-4
1.506764222E2,1.972793834E-3,7.939329371E-3,-1.603768673E-3
1.506863662E2,-4.177405965E-3,-6.010459736E-3,-1.115375897E-3
1.506963112E2,1.024813158E-3,-6.974628195E-5,-2.520992421E-3
1.507062552E2,7.557217032E-5,-1.143798511E-2,-2.875144826E-3
1.507161992E2,3.778408282E-4,4.939656239E-3,-1.472191652E-3
1.507261442E2,-3.925338387E-3,-1.159559842E-2,-2.831188496E-3
1.507360882E2,3.868402215E-3,5.757825449E-3,-8.663083427E-4
1.507460322E2,1.548063941E-3,-1.111320592E-2,-1.287532505E-4
1.507559772E2,2.176303649E-3,6.650344469E-3,7.334165275E-6
1.507659212E2,2.494096290E-3,-8.896647021E-3,-3.243852407E-3
1.507758652E2,4.317828920E-3,5.207986571E-3,-1.679511741E-3
1.507858102E2,-9.083962068E-4,-4.824678879E-3,-7.131115999E-4
1.507957542E2,1.684190938E-3,4.349644762E-3,9.923768230E-4
1.508056982E2,-1.862137113E-3,-8.536252193E-3,-1.739526168E-3
1.508156432E2,3.309762105E-4,-4.690054338E-4,-1.092111692E-3
1.508255872E2,-1.940487418E-3,-1.135461777E-2,-3.849796485E-4
1.508355312E2,1.349141821E-4,5.071016494E-4,1.295432448E-4
1.508454762E2,2.809464931E-4,-6.411784329E-3,3.657173365E-4
1.508554202E2,2.064731903E-3,-1.431140583E-3,2.675743308E-3
1.508653642E2,2.105524065E-3,-5.833625793E-3,-2.045618137E-3
1.508753092E2,-1.598134171E-3,-7.261612453E-3,-2.415797673E-3
1.508852532E2,3.431749763E-3,2.659354825E-3,-1.217876328E-3
1.508951972E2,6.942865439E-4,-9.409727063E-4,4.343488254E-4
1.509051422E2,-9.865816683E-4,-3.752125427E-3,-1.076180255E-3
1.509150862E2,-3.663058393E-3,-1.010376401E-2,-2.381395549E-3
1.509250312E2,2.283615293E-3,6.088454276E-3,-1.186607638E-3
1.509349752E2,-4.921300337E-3,-4.500807263E-3,-3.929857630E-4
1.509449192E2,-2.998893615E-3,2.790090395E-3,5.694185384E-4
1.509548642E2,-2.205271740E-3,-1.300644875E-2,-1.227149740E-3
1.509648082E2,2.006319817E-3,3.678961657E-3,-1.144075999E-3
1.509747522E2,-1.215838827E-3,-1.179853175E-2,-3.587260144E-3
1.509846972E2,2.813234692E-3,7.808805443E-3,7.768953219E-5
1.509946412E2,-1.746363472E-3,-6.549094804E-3,-2.450183034E-3
1.510045852E2,4.500574432E-4,1.006066613E-2,1.258941833E-3
1.510145302E2,-3.094343934E-3,-7.665067911E-3,8.690548129E-4
1.510244742E2,2.336097183E-3,7.529904135E-3,3.512902185E-4
1.510344182E2,-1.268224791E-3,-9.029365145E-3,-1.774444943E-3
1.510443632E2,-5.180165172E-4,6.829574704E-3,-1.372982049E-3
1.510543072E2,1.037535956E-3,-5.396731198E-3,-3.956248518E-3
1.510642512E2,1.496623736E-3,9.441534057E-3,-1.842246391E-3
1.510741962E2,2.079589758E-3,-8.582416922E-4,-4.318720195E-3
