"Time (s)","X (rad/s)","Y (rad/s)","Z (rad/s)"
4.025432846E1,-1.465451568E-1,4.135881066E-1,3.926855624E-1
4.026427346E1,-1.742164791E-1,4.308970571E-1,3.512427807E-1
4.027421746E1,-1.638676524E-1,4.167716205E-1,3.420737088E-1
4.028416146E1,-1.242560595E-1,3.730545044E-1,3.455216885E-1
4.029410646E1,-7.487073541E-2,3.189690411E-1,3.410260081E-1
4.030405046E1,-4.215886444E-2,2.478421330E-1,3.284462988E-1
4.031399546E1,-3.657448292E-2,1.743865609E-1,3.260169625E-1
4.032393946E1,-3.469109535E-2,1.081939563E-1,3.250704706E-1
4.033388346E1,-4.085144401E-2,6.242990121E-2,3.220508993E-1
4.034382846E1,-4.931843281E-2,4.253715277E-2,3.105223477E-1
4.035377246E1,-5.748402700E-2,4.286441579E-2,2.999599278E-1
4.036371646E1,-6.752680987E-2,5.516236275E-2,2.918606997E-1
4.037366146E1,-9.154281020E-2,6.114797667E-2,2.690350711E-1
4.038360546E1,-1.110869497E-1,4.977867752E-2,2.396646589E-1
4.039355017E1,-1.377850771E-1,3.808566183E-2,2.090087533E-1
4.040349417E1,-1.511379033E-1,-7.675436325E-3,1.783879995E-1
4.041343817E1,-1.419284195E-1,-6.497841328E-2,1.437719613E-1
4.042338317E1,-1.104871333E-1,-9.162706137E-2,9.978745878E-2
4.043332717E1,-7.667050511E-2,-1.004428491E-1,4.615669325E-2
4.044327117E1,-6.989036500E-2,-9.058649093E-2,2.152217552E-3
4.045321617E1,-8.169277757E-2,-8.350643516E-2,-3.397307917E-2
4.046316017E1,-1.000645906E-1,-8.718506247E-2,-5.697692931E-2
4.047310517E1,-1.348253489E-1,-1.126081645E-1,-7.763572782E-2
4.048304917E1,-1.731114835E-1,-1.426313221E-1,-9.862942249E-2
4.049299317E1,-2.091161609E-1,-1.781959683E-1,-1.288201809E-1
4.050293817E1,-2.285854667E-1,-2.166413665E-1,-1.686392277E-1
4.051288217E1,-2.301303744E-1,-2.472445369E-1,-2.224606425E-1
4.052282717E1,-2.084836662E-1,-2.487926483E-1,-2.913947105E-1
4.053277117E1,-1.929201186E-1,-2.337344885E-1,-3.798180819E-1
4.054271517E1,-1.969372332E-1,-2.038642019E-1,-4.807942510E-1
4.055266017E1,-2.215256542E-1,-1.798253208E-1,-5.800391436E-1
4.056260417E1,-2.493778020E-1,-1.446944922E-1,-6.639995575E-1
4.057254817E1,-2.847179174E-1,-1.463489830E-1,-7.251404524E-1
4.058249317E1,-3.241779804E-1,-1.998715997E-1,-7.531630397E-1
4.059243717E1,-3.554356396E-1,-2.769711018E-1,-7.440340519E-1
4.060238217E1,-3.286753893E-1,-3.528868854E-1,-7.108547688E-1
4.061232617E1,-2.524620295E-1,-3.876096308E-1,-6.793473959E-1
4.062227017E1,-1.565704048E-1,-3.618472815E-1,-6.587778926E-1
4.063221517E1,-7.167240232E-2,-3.332718909E-1,-6.619834304E-1
4.064215917E1,-3.405764699E-2,-2.840769291E-1,-6.725492477E-1
4.065210317E1,-4.231701791E-2,-2.067910284E-1,-6.862401962E-1
4.066204817E1,-7.827156037E-2,-1.078498065E-1,-6.971157789E-1
4.067199217E1,-1.198133379E-1,4.879235290E-3,-6.940431595E-1
4.068193717E1,-1.558211446E-1,9.502777457E-2,-6.789148450E-1
4.069188117E1,-1.794016808E-1,1.424843073E-1,-6.605951190E-1
4.070182517E1,-1.711216420E-1,1.890826970E-1,-6.494269371E-1
4.071177017E1,-1.299737990E-1,2.422574311E-1,-6.480830312E-1
4.072171417E1,-6.808858365E-2,2.782846987E-1,-6.636005044E-1
4.073165917E1,-1.713512279E-2,3.292885721E-1,-6.823540330E-1
4.074160317E1,-4.399352241E-3,3.505406082E-1,-7.080676556E-1
4.075154717E1,-3.010950983E-2,3.333309889E-1,-7.403965592E-1
4.076149217E1,-8.208616078E-2,3.138870001E-1,-7.650228143E-1
4.077143617E1,-1.444680840E-1,3.084578812E-1,-7.937401533E-1
4.078138017E1,-1.919426471E-1,3.173967898E-1,-8.283782601E-1
4.079132517E1,-2.297926843E-1,3.275722563E-1,-8.725721836E-1
4.080126917E1,-2.813671827E-1,3.082401156E-1,-8.976077437E-1
4.081121417E1,-3.223184347E-1,2.845586836E-1,-9.010325074E-1
4.082115817E1,-3.204084337E-1,2.888807356E-1,-8.993800282E-1
4.083110217E1,-2.888274193E-1,4.410235584E-1,-9.376490712E-1
4.084104717E1,-2.826669812E-1,1.064163804E0,-1.042580009E0
4.085099117E1,-1.684679538E-1,1.844705939E0,-1.236597419E0
4.086093517E1,1.484434307E-1,2.270051718E0,-1.455195308E0
4.087088017E1,4.166909754E-1,2.000145197E0,-1.690962195E0
4.088082417E1,2.776435912E-1,1.328317881E0,-1.820149183E0
4.089076917E1,9.223185480E-2,1.104674459E0,-1.721032739E0
4.090071317E1,2.087808400E-1,7.855846286E-1,-1.526486516E0
4.091065717E1,7.077417970E-1,1.268660929E-2,-1.237001538E0
4.092060217E1,8.008823395E-1,-4.711948335E-1,-1.000621319E0
4.093054617E1,4.919988513E-1,-4.354346991E-1,-8.513186574E-1
4.094049017E1,1.123513803E-1,-1.762934029E-1,-8.182289004E-1
4.095043517E1,-1.122559234E-1,6.820420176E-2,-9.214617610E-1
4.096037917E1,-1.379988343E-1,1.937181801E-1,-1.099127889E0
4.097032417E1,-5.618777499E-2,2.142451108E-1,-1.272629142E0
4.098026817E1,5.154507980E-2,1.902452409E-1,-1.421970367E0
4.099021217E1,9.963691980E-2,1.759611368E-1,-1.583411455E0
4.100015717E1,1.072498336E-1,2.283242196E-1,-1.782921910E0
4.101010117E1,1.090012416E-1,2.784893215E-1,-1.994063139E0
4.102004617E1,1.517883986E-1,2.849472165E-1,-2.165629625E0
4.102999017E1,2.376769334E-1,2.879403532E-1,-2.256016254E0
4.103993417E1,3.387571871E-1,2.783029079E-1,-2.289163589E0
4.104987917E1,4.398838282E-1,2.615622580E-1,-2.290397406E0
4.105982317E1,5.057772398E-1,2.660675943E-1,-2.268506527E0
4.106976717E1,5.253655910E-1,3.032234907E-1,-2.246781111E0
4.107971217E1,4.991323650E-1,3.768545687E-1,-2.271869659E0
4.108965617E1,4.653877020E-1,2.899492681E-1,-2.390843391E0
4.109960117E1,4.163573086E-1,1.216196269E-1,-2.514860153E0
4.110954517E1,3.258766830E-1,-2.507300973E-1,-2.502622366E0
4.111948917E1,2.355747372E-1,-6.975763440E-1,-2.330921888E0
4.112943417E1,1.104510650E-1,-7.133640051E-1,-1.976279140E0
4.113937817E1,-1.012031287E-1,-2.827822566E-1,-1.582954168E0
4.114932217E1,-2.797937989E-1,3.881670237E-1,-1.483990550E0
4.115926717E1,-4.744035006E-1,7.181733847E-1,-1.629828215E0
4.116921117E1,-6.524372697E-1,8.545897007E-1,-1.803090811E0
4.117915617E1,-8.493505716E-1,9.347332716E-1,-1.954138398E0
4.118910017E1,-1.095651865E0,7.621457577E-1,-2.083060026E0
4.119904417E1,-1.263646483E0,2.369896024E-1,-2.061411142E0
4.120898917E1,-1.237254024E0,-3.436228633E-1,-1.802666903E0
4.121893317E1,-1.010150909E0,-8.042773008E-1,-1.409358740E0
4.122887717E1,-6.840264201E-1,-1.062004209E0,-1.026795864E0
4.123882217E1,-3.092879951E-1,-9.905862212E-1,-8.042166233E-1
4.124876617E1,4.391883686E-2,-6.930899620E-1,-8.293753266E-1
4.125871117E1,1.986764520E-1,-5.046039224E-1,-1.051165700E0
4.126865517E1,5.946473777E-2,-4.440445900E-1,-1.409159780E0
4.127859917E1,-2.824071050E-1,-4.964529276E-1,-1.758975863E0
4.128854417E1,-5.557033420E-1,-5.593472123E-1,-1.932397723E0
4.129848817E1,-5.130216479E-1,-6.182811260E-1,-1.818217039E0
4.130843217E1,-1.880919486E-1,-6.815787554E-1,-1.517952800E0
4.131837717E1,1.302348971E-1,-8.110741973E-1,-1.181794763E0
4.132832117E1,2.979770005E-1,-9.541572928E-1,-8.920061588E-1
4.133826617E1,3.041086495E-1,-1.132847905E0,-7.316356897E-1
4.134821017E1,2.223038524E-1,-1.259273410E0,-7.572390437E-1
4.135815417E1,1.035351083E-1,-1.217629313E0,-9.046292901E-1
4.136809917E1,2.101675048E-2,-1.201273322E0,-1.076162696E0
4.137804317E1,-9.873514064E-4,-1.308904648E0,-1.273592710E0
4.138798817E1,-7.673557848E-3,-1.316668630E0,-1.470569849E0
4.139793142E1,-5.597690865E-2,-1.191300511E0,-1.660318732E0
4.140787542E1,-1.058639586E-1,-8.561387062E-1,-1.881155610E0
4.141782042E1,-1.415628344E-1,-4.379079044E-1,-2.057266951E0
4.142776442E1,-1.542448550E-1,-1.063399389E-1,-2.156225443E0
4.143770842E1,-1.565740556E-1,2.000255734E-1,-2.182452440E0
4.144765342E1,-2.137927860E-1,4.330407083E-1,-2.143737316E0
4.145759742E1,-2.988613546E-1,6.104053855E-1,-2.071144819E0
4.146754242E1,-3.781333268E-1,7.655075788E-1,-1.909728289E0
4.147748642E1,-4.340069890E-1,1.008302331E0,-1.655666471E0
4.148743042E1,-5.511524081E-1,1.185263872E0,-1.345647097E0
4.149737542E1,-6.729209423E-1,1.199477315E0,-1.079434395E0
4.150731942E1,-7.389749289E-1,9.920414090E-1,-8.988475800E-1
4.151726342E1,-7.121893764E-1,6.187312603E-1,-7.337880135E-1
4.152720842E1,-5.710576773E-1,3.601863980E-1,-6.289035082E-1
4.153715242E1,-3.725669384E-1,2.607889771E-1,-6.118776798E-1
4.154709742E1,-1.629395783E-1,1.330388486E-1,-6.789427996E-1
4.155704142E1,6.314042956E-2,1.023914590E-1,-7.372180820E-1
4.156698542E1,2.440710664E-1,1.743885428E-1,-7.928095460E-1
4.157693042E1,2.996451259E-1,3.068240881E-1,-8.406912684E-1
4.158687442E1,2.773574293E-1,3.272487819E-1,-8.502286673E-1
4.159681842E1,2.454109341E-1,2.562097609E-1,-8.054510355E-1
4.160676342E1,2.119882405E-1,1.802018285E-1,-6.789056659E-1
4.161670742E1,1.979651004E-1,7.441333681E-2,-5.449404120E-1
4.162665242E1,2.168460935E-1,-4.428039491E-2,-4.075924754E-1
4.163659642E1,2.433000654E-1,-2.002212703E-1,-2.608147264E-1
4.164654042E1,2.555503547E-1,-2.375515848E-1,-1.908843815E-1
4.165648542E1,2.359460145E-1,-1.051309630E-1,-2.278373390E-1
4.166642942E1,1.949866712E-1,7.646343112E-2,-3.326368332E-1
4.167637342E1,1.618377715E-1,2.368174195E-1,-4.855851531E-1
4.168631842E1,1.767023504E-1,2.127973437E-1,-5.478405356E-1
4.169626242E1,2.198245078E-1,7.054565940E-3,-5.401160717E-1
4.170620742E1,3.190278709E-1,-5.050037056E-2,-5.014965534E-1
4.171615142E1,4.705910385E-1,2.443778515E-2,-4.006032348E-1
4.172609542E1,6.834878922E-1,2.034866437E-2,-2.835432291E-1
4.173604042E1,9.151219130E-1,-1.334112231E-2,-1.323829889E-1
4.174598442E1,1.105986357E0,-7.282160968E-2,1.638875455E-1
4.175592842E1,1.110761642E0,-4.055476189E-1,5.053242445E-1
4.176587342E1,9.335610271E-1,-8.109502792E-1,5.789867640E-1
4.177581742E1,6.779308319E-1,-9.740766287E-1,5.021575093E-1
4.178576242E1,4.518273175E-1,-7.865695953E-1,3.572342396E-1
4.179570642E1,3.191622198E-1,-4.926464260E-1,2.163394392E-1
4.180565042E1,2.210080922E-1,-2.644761503E-1,9.944050014E-2
4.181559542E1,1.649733186E-1,-1.174611598E-1,-1.178020686E-1
4.182553942E1,1.460758299E-1,-1.257533133E-1,-3.559947014E-1
4.183548442E1,1.308073848E-1,-1.868371814E-1,-4.369409382E-1
4.184542842E1,1.118956804E-1,-2.272769660E-1,-3.624659479E-1
4.185537242E1,6.819533557E-2,-2.264721543E-1,-3.094171286E-1
4.186531742E1,-1.180656254E-3,-1.708788872E-1,-2.178998142E-1
4.187526142E1,-6.316813082E-2,-1.537326574E-1,-7.737333328E-2
4.188520542E1,-2.905149013E-4,-1.349238604E-1,5.522155762E-2
4.189515042E1,1.693954617E-1,-1.583279818E-1,1.715345979E-1
4.190509442E1,3.780933321E-1,-1.843914241E-1,3.068162501E-1
4.191503942E1,5.770866275E-1,-3.193329871E-1,4.411636889E-1
4.192498342E1,7.254712582E-1,-4.478013813E-1,5.350394845E-1
4.193492742E1,7.998355031E-1,-3.832218349E-1,5.632812381E-1
4.194487242E1,8.041266799E-1,-2.108917832E-1,4.532189667E-1
4.195481642E1,7.661699653E-1,-3.213802725E-2,2.042669356E-1
4.196476042E1,6.945902705E-1,7.623989135E-2,-1.077434719E-1
4.197470542E1,6.041152477E-1,7.373705506E-2,-3.763141930E-1
4.198464942E1,5.349359512E-1,9.521625191E-2,-5.203616023E-1
4.199459442E1,5.110186338E-1,3.271085918E-1,-5.326086879E-1
4.200453842E1,5.166979432E-1,5.403087735E-1,-4.476756454E-1
4.201448242E1,5.479142070E-1,6.396388412E-1,-3.554306626E-1
4.202442742E1,5.731086135E-1,7.054553628E-1,-2.708705962E-1
4.203437142E1,5.770215988E-1,6.815952659E-1,-1.540150940E-1
4.204431642E1,5.553452373E-1,4.803734422E-1,3.753242269E-2
4.205426042E1,4.922584295E-1,2.228915542E-1,2.577215135E-1
4.206420442E1,4.047457576E-1,-4.781973548E-3,4.354589581E-1
4.207414942E1,3.201842606E-1,-2.308025956E-1,5.032126904E-1
4.208409342E1,2.431097627E-1,-3.847186863E-1,4.721859694E-1
4.209403742E1,1.805353314E-1,-4.103670716E-1,3.701541424E-1
4.210398242E1,1.330067813E-1,-3.917783797E-1,1.844612211E-1
4.211392642E1,9.385165572E-2,-3.536997139E-1,3.139684349E-2
4.212387142E1,5.932240561E-2,-3.241979778E-1,2.898466215E-2
4.213381542E1,4.146138206E-2,-2.922981083E-1,1.615301818E-1
4.214375942E1,4.931112751E-2,-2.699056566E-1,3.189362884E-1
4.215370442E1,7.067367435E-2,-3.158414364E-1,4.005704522E-1
4.216364842E1,8.657126129E-2,-3.832890093E-1,3.781794906E-1
4.217359342E1,8.377014846E-2,-4.453635514E-1,2.780342102E-1
4.218353742E1,6.350999326E-2,-5.279956460E-1,1.881489009E-1
4.219348142E1,5.069752783E-2,-5.669877529E-1,1.477391571E-1
4.220342642E1,4.768245295E-2,-4.865075946E-1,1.497843415E-1
4.221337042E1,3.517145291E-2,-3.454844058E-1,1.353779733E-1
4.222331442E1,1.021249685E-2,-1.848774254E-1,7.756800205E-2
4.223325942E1,-4.352157190E-2,-6.815453619E-2,6.160767749E-2
4.224320342E1,-1.042538583E-1,4.544043913E-2,1.388203353E-1
4.225314842E1,-1.375809312E-1,6.663217675E-3,2.553054094E-1
4.226309242E1,-1.691771895E-1,-1.439718604E-1,3.000612557E-1
4.227303642E1,-1.964716613E-1,-1.926504523E-1,2.095955461E-1
4.228298142E1,-2.248600870E-1,-4.074296728E-2,1.927081309E-2
4.229292542E1,-2.333638221E-1,1.583605558E-1,-1.914728433E-1
4.230287042E1,-1.925610751E-1,2.943313122E-1,-3.451043367E-1
4.231281442E1,7.615443468E-1,-5.978984237E-1,5.900420547E-1
4.232275842E1,6.248713136E-1,-1.408007275E-2,2.511136234E-1
4.233270342E1,7.104336023E-1,-2.047783881E-1,3.213273287E-1
4.234264742E1,5.619914532E-1,-1.035798788E-1,3.941985369E-1
4.235259142E1,5.410390496E-1,-9.142121673E-2,2.682927847E-1
4.236253642E1,6.104144454E-1,-5.604890361E-2,7.811166346E-2
4.237248042E1,6.674372554E-1,1.205691323E-2,1.297846902E-2
4.238242542E1,6.719571352E-1,5.332726613E-2,3.832624853E-2
4.239237017E1,6.287041903E-1,7.335663587E-2,1.018951014E-1
4.240231417E1,5.736999512E-1,6.263121963E-2,1.647006720E-1
4.241225917E1,5.697787404E-1,1.226292998E-1,2.392151207E-1
4.242220317E1,6.309115291E-1,9.000734985E-2,1.957516819E-1
4.243214817E1,7.219194770E-1,7.870622724E-2,3.015765920E-2
4.244209217E1,6.828435659E-1,1.670834422E-1,-2.260106616E-2
4.245203617E1,5.847854018E-1,1.962903291E-1,-6.890011579E-2
4.246198117E1,4.467578828E-1,2.141567916E-1,-9.109739959E-2
4.247192517E1,2.914716303E-1,1.757899523E-1,-1.093725413E-1
4.248187017E1,1.998841614E-1,1.321668029E-1,-1.055843979E-1
4.249181417E1,2.396049351E-1,1.524299979E-1,-1.130023673E-1
4.250175817E1,3.622396290E-1,1.822746843E-1,-1.115492508E-1
4.251170317E1,-1.163250115E-2,-2.901559770E-1,9.424840100E-3
4.252164717E1,-1.845901832E-2,-3.209712505E-1,8.528451435E-4
4.253159117E1,-2.043827996E-2,-3.524383605E-1,1.284372807E-2
4.254153617E1,-5.212642998E-2,-3.069326282E-1,4.332003370E-2
4.255148017E1,-2.221247852E-1,-7.289882004E-2,2.298560888E-1
4.256142517E1,-2.937007844E-1,-6.501025707E-2,2.947501838E-1
4.257136917E1,-3.239106238E-1,-6.814559549E-2,3.200654089E-1
4.258131317E1,-3.681758344E-1,-8.202549070E-2,2.048041821E-1
4.259125817E1,-4.302785993E-1,-5.907517299E-2,1.717330515E-1
4.260120217E1,-3.851282001E-1,-2.188896388E-1,-3.572206944E-2
4.261114717E1,-2.457450181E-1,-1.230352893E-1,-1.832907647E-1
4.262109117E1,-2.171490192E-1,-8.991084993E-2,-2.295358181E-1
4.263103517E1,-2.220819890E-1,-8.627030253E-2,-2.383492887E-1
4.264098017E1,-2.158282101E-1,-5.560807511E-2,-2.489265800E-1
4.265092417E1,-2.337696552E-1,-5.297181010E-2,-2.889054120E-1
4.266086917E1,-2.319003493E-1,6.445149891E-3,-2.649216354E-1
4.267081317E1,-2.276784331E-1,-2.231694758E-3,-2.231747359E-1
4.268075717E1,-1.469765455E-1,-3.177974001E-2,-1.320610642E-1
4.269070217E1,2.491265535E-2,-5.490583181E-2,-2.375111356E-2
4.270064617E1,1.081943810E-1,-7.394457608E-2,2.986495942E-2
4.271059117E1,7.186327130E-2,-1.385241002E-1,4.710573331E-2
4.272053517E1,4.002609104E-2,-1.428108066E-1,3.698725626E-2
4.273047917E1,3.983248025E-2,-1.231958196E-1,2.554498427E-2
4.274042417E1,-1.952834986E-2,-1.645233780E-1,1.464272384E-2
4.275036817E1,9.388253093E-3,-7.251089811E-2,6.816507131E-2
4.276031317E1,-2.485287935E-2,-4.219581187E-2,5.514882505E-2
4.277025717E1,-4.488091543E-2,2.628386021E-3,5.831212550E-2
4.278020117E1,-8.101251721E-2,-3.407996520E-2,3.962016851E-2
4.279014617E1,-5.484695360E-2,-1.130304411E-1,-6.727624685E-3
4.280009017E1,-6.399138272E-2,-1.026377752E-1,-1.399454474E-2
4.281003417E1,-1.252318323E-1,-1.214253157E-1,-1.618659310E-2
4.281997917E1,-1.608805358E-1,-1.191177666E-1,-2.599294484E-2
4.282992317E1,4.002860561E-2,3.659086302E-2,-3.887092695E-2
4.283986817E1,8.366710506E-3,-3.249235451E-2,-4.585253075E-2
4.284981217E1,6.934995297E-3,-2.796524763E-2,-3.670297191E-2
4.285975717E1,5.575173069E-3,-1.044797339E-2,-3.784091026E-2
4.286970117E1,7.575473282E-3,8.441029117E-3,-4.164071009E-2
4.287964517E1,7.640833966E-3,1.932996511E-2,-5.578021333E-2
4.288959017E1,5.897795316E-3,7.012313232E-3,-5.325979739E-2
4.289953417E1,1.186400466E-2,-1.545013161E-3,-2.109171264E-2
4.290947817E1,1.121019851E-2,-5.426304415E-3,7.126526907E-4
4.291942317E1,1.265092939E-2,4.918085877E-3,-2.183569595E-4
4.292936717E1,1.059523411E-2,8.929605596E-3,9.995065629E-4
4.293931217E1,8.365374058E-3,2.859351458E-3,-4.595982842E-3
4.294925617E1,4.019893706E-3,-2.481884556E-3,-7.607485168E-3
4.295920017E1,1.329261810E-3,-3.496942576E-3,-4.274507985E-3
4.296914517E1,8.371097501E-4,1.315926574E-2,3.409777069E-3
4.297908917E1,-1.782988198E-3,3.436079249E-3,2.465749159E-3
4.298903417E1,5.904758815E-3,3.041132586E-3,-1.307417289E-3
4.299897817E1,2.060791710E-3,-2.205168828E-3,-1.989750657E-3
4.300892217E1,-1.931819599E-3,-1.079679281E-2,-5.790740252E-4
4.301886717E1,-9.500565939E-4,-4.760356620E-3,-8.364296518E-4
4.302881117E1,-1.698405016E-3,-6.231362931E-4,7.329711225E-4
4.303875617E1,-1.712067984E-3,4.306918476E-3,3.137069056E-3
4.304870017E1,-3.157631960E-3,2.110875910E-3,5.060404539E-3
4.305864417E1,-2.721066587E-3,6.973485462E-3,5.622378085E-3
4.306858917E1,-2.980724908E-3,7.390004583E-3,4.570429679E-3
4.307853317E1,-5.467241630E-3,7.664407603E-3,4.122345243E-3
4.308847817E1,-5.414593033E-4,7.480383385E-3,-1.942205243E-3
4.309842217E1,2.625491470E-4,5.717637017E-3,-7.323311875E-4
4.310836617E1,-6.293435581E-4,5.368762650E-3,-5.096909590E-4
4.311831117E1,1.385261305E-3,5.157209933E-3,-1.785189379E-4
4.312825517E1,1.878745155E-3,5.299156532E-3,2.923279535E-4
4.313820017E1,-6.401352584E-4,4.459832329E-3,1.231734175E-3
4.314814417E1,5.628147162E-3,1.509836223E-2,3.294086084E-3
4.315808817E1,-1.477370504E-3,5.456016399E-3,-2.730892505E-3
4.316803317E1,-2.283481881E-4,9.023853578E-3,-3.900552867E-3
4.317797717E1,1.282854937E-4,7.685938850E-3,-5.777627230E-3
4.318792217E1,-2.827557269E-3,6.267006509E-3,-4.284126218E-3
4.319786617E1,-5.512558855E-4,9.738544933E-3,-3.948427737E-3
4.320781017E1,-2.526256256E-3,3.485442838E-3,-5.886143539E-3
4.321775517E1,-1.967384014E-3,3.823810024E-3,-4.006923176E-3
4.322769917E1,-7.886691019E-4,5.837159697E-3,-9.735825006E-4
4.323764417E1,-1.177424565E-3,3.213314107E-3,2.697209129E-3
4.324758817E1,-8.599758148E-4,6.606713869E-3,3.051942447E-3
4.325753217E1,2.995706163E-4,6.336710416E-3,3.769821022E-3
4.326747717E1,4.947319627E-3,1.314321719E-2,6.270529237E-3
4.327742117E1,3.430009121E-3,2.483831160E-2,3.060949966E-3
4.328736617E1,3.741332563E-3,2.138099633E-2,3.644181881E-3
4.329731017E1,4.139732104E-3,2.933101729E-2,8.200693876E-3
4.330725417E1,4.573827144E-3,2.472081967E-2,4.189174622E-3
4.331719917E1,-5.233335774E-3,1.233584527E-2,1.287209801E-2
4.332714317E1,8.639602922E-3,2.363909967E-2,6.702086888E-3
4.333708817E1,5.286484957E-3,2.134042978E-2,1.905890182E-3
4.334703217E1,-4.330456257E-3,-3.593414789E-3,2.225062344E-4
4.335697617E1,-2.758827060E-3,-9.145496413E-3,-3.129897406E-3
4.336692117E1,-6.698435172E-4,-7.606721949E-3,-3.922187723E-3
4.337686517E1,-8.983556181E-4,-9.779912420E-3,-7.633024361E-4
4.338681017E1,-4.880689085E-5,-4.158512224E-3,6.700109225E-4
4.339675417E1,1.639713999E-3,-6.920910440E-3,-3.128863405E-3
4.340669817E1,-8.210469969E-4,-1.741328742E-3,-2.278516069E-3
4.341664317E1,-2.723649610E-3,-7.659404073E-4,-4.912083969E-3
4.342658717E1,-2.669321373E-3,-1.849580789E-3,-1.592720393E-3
4.343653217E1,6.336080842E-4,-3.524876898E-3,4.673597869E-4
4.344647617E1,4.157614894E-4,-3.245777683E-3,2.788079437E-4
4.345642017E1,1.851553563E-3,2.209963743E-3,-1.939656213E-4
4.346636517E1,-2.197516616E-3,-3.656713758E-3,-1.771622337E-3
4.347630917E1,6.877521519E-4,2.360698767E-3,8.388082497E-4
4.348625417E1,-1.384453382E-3,2.816099208E-3,1.844696235E-4
4.349619817E1,3.073523985E-3,8.318258449E-3,4.723726306E-4
4.350614217E1,9.914119728E-3,2.678382024E-2,7.144541014E-4
4.351608717E1,5.882052705E-3,2.056227997E-2,6.867889315E-4
4.352603117E1,2.197835594E-3,1.349318586E-2,-1.233616611E-3
4.353597617E1,3.343668301E-3,8.995285258E-3,-1.986696618E-3
4.354592017E1,-3.309707157E-3,-6.921896245E-3,-2.907351358E-3
4.355586517E1,-4.281090107E-3,-1.350855269E-2,-5.564825609E-3
4.356580917E1,-5.577249918E-3,-1.103287935E-2,-5.532601383E-3
4.357575317E1,-8.025227115E-3,-1.653683372E-2,-2.138402546E-3
4.358569817E1,-6.854502019E-3,-1.836429350E-2,-6.854061969E-3
4.359564217E1,-5.113061052E-3,-1.271785982E-2,-7.433033548E-3
4.360558717E1,-2.323836554E-3,-1.235512085E-3,-1.248526759E-2
4.361553117E1,-1.985564362E-3,1.036338974E-3,-7.937263697E-3
4.362547517E1,2.220632276E-3,4.293118604E-3,-1.529963920E-3
4.363542017E1,2.752613276E-3,9.866887704E-3,5.557297263E-4
4.364536417E1,6.904480979E-3,1.081390679E-2,1.234835712E-3
4.365530917E1,6.850951351E-3,1.703292131E-2,4.925444722E-3
4.366525317E1,1.928630983E-3,1.258996874E-2,6.500437856E-3
4.367519717E1,4.182648845E-3,7.101471536E-3,2.695642179E-3
4.368514217E1,4.675333854E-3,8.173660375E-3,2.442908240E-3
4.369508617E1,3.878877498E-3,1.231625024E-2,6.521633826E-3
4.370503117E1,3.882339690E-3,8.666121401E-3,5.089119077E-3
4.371497517E1,1.528086839E-3,2.413341310E-3,1.401985064E-4
4.372491917E1,-7.074722089E-3,-2.419723198E-2,-1.000699587E-3
4.373486417E1,-1.452789176E-3,-1.017834991E-2,-1.634798246E-3
4.374480817E1,-1.643205062E-3,-1.531505492E-2,-1.250237809E-3
4.375475317E1,-1.729900949E-3,-5.678554997E-3,-3.584395163E-4
4.376469717E1,-1.220171805E-3,-4.437788855E-3,-1.765387366E-3
4.377464117E1,-1.973550301E-3,-3.996690735E-3,-9.272122988E-4
4.378458617E1,-1.612692140E-3,-3.918393515E-3,1.474426361E-3
4.379453017E1,-3.033931367E-3,-8.231177926E-4,1.266448759E-3
4.380447517E1,-7.430803962E-4,-2.083592117E-3,-5.397070199E-4
4.381441917E1,6.121825427E-4,1.605324564E-3,8.908966556E-4
4.382436317E1,-8.608121425E-4,1.708122669E-3,-1.865208731E-3
4.383430817E1,-6.963685155E-5,-1.207349123E-3,-2.699757461E-4
4.384425217E1,-4.557948560E-4,7.753742393E-4,1.065952238E-4
4.385419717E1,-2.628415823E-3,4.682176281E-3,1.075030537E-3
4.386414117E1,-3.868650179E-3,-4.319308326E-3,-2.821162343E-4
4.387408517E1,-5.442452151E-3,-8.648419753E-3,1.449605916E-4
4.388403017E1,4.087137058E-3,1.373757981E-2,1.467752736E-3
4.389397417E1,2.834477229E-3,8.165951818E-3,1.980646513E-3
4.390391917E1,-4.559257068E-3,-1.194175705E-1,-7.733499631E-3
4.391386317E1,1.932253828E-3,2.290048823E-2,-7.731252117E-4
4.392380717E1,-1.458482817E-3,-6.178035401E-3,1.001072582E-3
4.393375217E1,-2.072660252E-3,-6.489269901E-3,-5.559362471E-4
4.394369617E1,5.004862323E-4,-4.085234832E-3,-2.088052686E-3
4.395364117E1,1.916109584E-3,-4.475191236E-3,-2.491730265E-5
4.396358517E1,1.856721006E-3,1.638095127E-3,-8.718026802E-4
4.397352917E1,5.254531279E-4,-2.821348840E-3,9.710201994E-5
4.398347417E1,-1.846624538E-3,-2.765156096E-3,5.506381858E-4
4.399341817E1,-1.403663773E-3,-5.523293279E-3,2.079950646E-3
4.400336317E1,-1.435621642E-3,-2.888627816E-3,1.607239712E-3
4.401330717E1,-6.370167248E-4,-3.672458697E-4,-7.700233255E-4
4.402325117E1,-2.790981438E-3,-3.582213772E-3,1.472624717E-3
4.403319617E1,-1.130700111E-3,6.570562255E-4,-2.122673905E-3
4.404314017E1,-3.366156947E-3,-1.780535094E-3,-7.607333828E-4
4.405308517E1,-3.203013912E-3,9.373081848E-4,-1.049890183E-3
