"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
5.190915842E1,7.906075101E-3,2.111122228E-1,-1.064853984E-1
5.191910342E1,2.598338183E-2,2.367675758E-1,-1.097756267E-1
5.192904742E1,2.138216215E-2,2.450207563E-1,-9.824667156E-2
5.193899242E1,1.558633804E-2,2.294128018E-1,-1.016877580E-1
5.194893642E1,1.217181078E-2,2.343827524E-1,-1.138113749E-1
5.195888042E1,2.903190994E-2,2.569414200E-1,-1.287755692E-1
5.196882542E1,2.178046717E-2,2.560884574E-1,-1.314676273E-1
5.197876942E1,1.280886493E-2,2.219855040E-1,-8.371341705E-2
5.198871442E1,2.458901276E-2,2.005151494E-1,-7.652309597E-2
5.199865842E1,3.307462916E-2,1.957428895E-1,-9.867527246E-2
5.200860242E1,4.322925104E-2,2.030162045E-1,-1.322049612E-1
5.201854742E1,1.270874050E-2,2.305008955E-1,-1.130424660E-1
5.202849142E1,5.424927911E-3,3.040609515E-1,-1.109485781E-1
5.203843542E1,1.904179581E-2,3.714259921E-1,-1.099007571E-1
5.204838042E1,2.139075025E-2,3.234833188E-1,-1.036109072E-1
5.205832442E1,1.608378078E-2,2.423301782E-1,-9.492428362E-2
5.206826942E1,1.330100862E-2,1.889357072E-1,-1.155748951E-1
5.207821342E1,1.949351150E-2,2.289359979E-1,-1.529964906E-1
5.208815742E1,2.006516819E-2,3.228228027E-1,-1.375791371E-1
5.209810242E1,1.205442793E-2,3.518100820E-1,-9.177497327E-2
5.210804642E1,1.515897053E-2,3.337324281E-1,-6.303123057E-2
5.211799142E1,2.039783821E-2,2.984357656E-1,-1.001505250E-1
5.212793542E1,1.849940261E-2,3.088960872E-1,-1.956472510E-1
5.213787942E1,1.761758767E-2,3.365388723E-1,-1.699007910E-1
5.214782442E1,4.791354686E-3,3.334774895E-1,-1.028361511E-1
5.215776842E1,9.437881149E-3,2.776156762E-1,-5.253430903E-2
5.216771242E1,2.575386948E-2,2.220759166E-1,-7.138924062E-2
5.217765742E1,1.564982601E-2,2.609052109E-1,-1.427907604E-1
5.218760142E1,3.380330186E-3,3.536305395E-1,-1.531169432E-1
5.219754642E1,4.740721453E-4,3.724488529E-1,-1.029659593E-1
5.220749042E1,2.901293389E-2,3.216885891E-1,-6.882874489E-2
5.221743442E1,1.429399375E-2,2.504057312E-1,-8.693406343E-2
5.222737942E1,1.423035046E-2,2.919762551E-1,-1.324365109E-1
5.223732342E1,2.119663183E-2,3.647749305E-1,-1.294427365E-1
5.224726742E1,3.373179224E-2,3.163632009E-1,-5.399845183E-2
5.225721242E1,9.994252855E-3,2.937017684E-1,-6.522159755E-2
5.226715642E1,1.425286224E-3,3.428522938E-1,-1.372125167E-1
5.227710142E1,1.580815765E-2,4.724687657E-1,-1.809175301E-1
5.228704542E1,3.113474227E-2,4.085570906E-1,-1.333100849E-1
5.229698942E1,8.744492736E-3,3.496327981E-1,-5.741322577E-2
5.230693442E1,8.830209263E-4,3.934282606E-1,-7.746625185E-2
5.231687842E1,3.062148465E-2,3.572253711E-1,-1.365892035E-1
5.232682242E1,1.767972347E-2,2.889721750E-1,-1.048522711E-1
5.233676742E1,3.206320703E-3,3.380840356E-1,-6.802943051E-2
5.234671142E1,1.232901866E-2,3.849883896E-1,-1.030495745E-1
5.235665642E1,3.105766866E-2,3.157566253E-1,-1.298333305E-1
5.236660042E1,6.207367592E-3,3.157488778E-1,-1.169601005E-1
5.237654442E1,2.191620480E-2,4.125239879E-1,-1.097744572E-1
5.238648942E1,1.938758553E-2,4.556383229E-1,-9.689947307E-2
5.239643342E1,-5.552662164E-3,3.992027881E-1,-6.905210853E-2
5.240637671E1,7.964684302E-3,4.255234446E-1,-6.650389194E-2
5.241632171E1,4.353603800E-2,3.972473330E-1,-1.730758291E-1
5.242626571E1,-8.706732513E-3,3.799913591E-1,-1.443274087E-1
5.243621071E1,1.017963700E-4,3.822818962E-1,-6.124666035E-2
5.244615471E1,4.284768367E-2,3.835663102E-1,-7.576061904E-2
5.245609871E1,5.946928952E-3,4.079396612E-1,-8.488636851E-2
5.246604371E1,-3.694809889E-3,4.171038926E-1,-8.428293586E-2
5.247598771E1,2.574726395E-2,4.025148338E-1,-1.312816858E-1
5.248593271E1,5.179353990E-3,4.636778058E-1,-1.095692199E-1
5.249587671E1,1.187776892E-2,4.539637899E-1,-7.423449576E-2
5.250582071E1,8.625574987E-3,4.440602146E-1,-1.754158849E-1
5.251576571E1,1.375637881E-2,4.505429130E-1,-1.207748240E-1
5.252570971E1,5.437947102E-3,4.087607930E-1,-7.317264140E-2
5.253565371E1,1.715906546E-2,4.242096484E-1,-9.233162820E-2
5.254559871E1,1.285104711E-2,4.426966805E-1,-6.254064918E-2
5.255554271E1,7.708329577E-3,4.695368987E-1,-1.092417759E-1
5.256548671E1,2.617644958E-2,4.938807578E-1,-1.025016904E-1
5.257543171E1,6.565107554E-3,4.883728268E-1,-1.105790341E-1
5.258537571E1,1.782308076E-2,4.753518450E-1,-1.159619808E-1
5.259532071E1,-6.905269325E-3,3.918883233E-1,-1.077191609E-1
5.260526471E1,1.925165604E-2,3.800913099E-1,-1.062140876E-1
5.261520871E1,7.174195563E-3,3.761760874E-1,-8.615170598E-2
5.262515371E1,1.017691439E-2,4.269016334E-1,-7.822229683E-2
5.263509771E1,3.109485330E-3,4.996975679E-1,-1.014240485E-1
5.264504271E1,6.185769439E-3,6.006617329E-1,-7.282882512E-2
5.265498671E1,2.527921261E-2,5.646968251E-1,-1.466160089E-1
5.266493071E1,-7.640246060E-3,5.699964855E-1,-1.431632280E-1
5.267487571E1,4.098039363E-3,4.707057205E-1,-1.383655876E-1
5.268481971E1,1.679122992E-2,4.265780996E-1,-1.358185405E-1
5.269476371E1,2.139276937E-2,4.040002824E-1,-7.204646766E-2
5.270470871E1,-8.821255714E-4,4.763372105E-1,-2.294739783E-2
5.271465271E1,8.429875989E-3,5.203081991E-1,-4.255837440E-2
5.272459771E1,1.140895927E-2,5.639318631E-1,-8.012439609E-2
5.273454171E1,1.244801863E-2,5.267915187E-1,-1.512130898E-1
5.274448571E1,3.057414961E-2,4.878839630E-1,-1.601862270E-1
5.275443071E1,4.870365188E-4,4.863899994E-1,-1.482070363E-1
5.276437471E1,1.108383581E-2,4.888498134E-1,-8.233990610E-2
5.277431871E1,5.932210414E-3,5.612685660E-1,-6.048359871E-2
5.278426371E1,1.589764746E-2,5.749443263E-1,-5.928141117E-2
5.279420771E1,7.633412126E-3,5.529711112E-1,-5.703140259E-2
5.280415271E1,7.819097769E-4,5.212905679E-1,-1.365067577E-1
5.281409671E1,1.746126601E-2,5.136251239E-1,-1.600014549E-1
5.282404071E1,7.403452098E-3,5.212564347E-1,-1.873898131E-1
5.283398571E1,1.138910615E-2,5.567613494E-1,-1.119396812E-1
5.284392971E1,7.066396661E-3,5.531499629E-1,-3.469328463E-2
5.285387371E1,2.590912219E-2,5.352524398E-1,-5.174961269E-2
5.286381871E1,1.484315693E-2,4.751100992E-1,-1.110181600E-1
5.287376271E1,1.942200188E-2,4.823265865E-1,-1.571187776E-1
5.288370771E1,-9.251747830E-3,5.275225668E-1,-1.530730891E-1
5.289365171E1,4.354202226E-3,6.181185222E-1,-1.370476252E-1
5.290359571E1,3.225908875E-3,6.476999516E-1,-1.177272552E-1
5.291354071E1,2.790463071E-2,6.155159996E-1,-9.002373219E-2
5.292348471E1,1.195921881E-2,5.745436459E-1,-1.012451237E-1
5.293342871E1,1.292777354E-2,5.768846517E-1,-1.280323881E-1
5.294337371E1,1.489628437E-2,5.621485719E-1,-1.013825333E-1
5.295331771E1,1.018380314E-2,5.535547729E-1,-1.039202249E-1
5.296326271E1,2.229652964E-3,5.139653588E-1,-1.010679531E-1
5.297320671E1,2.144025972E-2,5.313421874E-1,-1.251573122E-1
5.298315071E1,1.359092088E-2,5.628292975E-1,-1.649669105E-1
5.299309571E1,1.077008701E-2,6.538529035E-1,-1.490928894E-1
5.300303971E1,5.076406449E-3,6.511659618E-1,-5.582979977E-2
5.301298371E1,1.370553545E-2,5.897344198E-1,-5.372597158E-2
5.302292871E1,2.511671484E-3,5.578749882E-1,-9.877818346E-2
5.303287271E1,9.019174827E-3,6.147188048E-1,-2.004127318E-1
5.304281771E1,-1.371098980E-3,6.472614104E-1,-1.725653672E-1
5.305276171E1,5.742870262E-3,6.160868340E-1,-7.017126560E-2
5.306270571E1,1.618667350E-2,5.814716828E-1,-6.492397428E-2
5.307265071E1,1.372971917E-3,6.113297952E-1,-1.183546615E-1
5.308259471E1,3.290191703E-3,6.977514598E-1,-1.681963277E-1
5.309253871E1,1.257853945E-2,6.402449709E-1,-1.066643232E-1
5.310248371E1,1.044636140E-2,5.546011687E-1,-2.791402280E-2
5.311242771E1,-1.239997096E-2,5.712890491E-1,-9.660886645E-2
5.312237271E1,6.411800869E-3,6.317844153E-1,-1.477948076E-1
5.313231671E1,1.549647365E-2,6.515228612E-1,-1.250351053E-1
5.314226071E1,1.496021088E-2,5.876296049E-1,-4.119889677E-2
5.315220571E1,-1.390297034E-2,6.100787103E-1,-5.615841329E-2
5.316214971E1,-1.018840782E-3,7.194158323E-1,-1.675174659E-1
5.317209371E1,2.716673037E-2,7.837681682E-1,-1.625677979E-1
5.318203871E1,2.353103218E-2,6.545039910E-1,-3.352676511E-2
5.319198271E1,-1.109652610E-2,5.700549211E-1,-1.330826283E-3
5.320192771E1,-1.010564231E-2,6.487663376E-1,-1.414301133E-1
5.321187171E1,2.850922368E-2,6.961938346E-1,-1.905192429E-1
5.322181571E1,2.770874899E-2,6.050142175E-1,-7.270310998E-2
5.323176071E1,-1.153618190E-2,5.666839282E-1,2.206037521E-2
5.324170471E1,-5.853638453E-3,6.921452956E-1,-8.061614692E-2
5.325164871E1,2.916623144E-2,8.082115030E-1,-1.823927826E-1
5.326159371E1,3.231219792E-2,6.771516459E-1,-1.150217485E-1
5.327153771E1,-9.892145852E-3,6.316353844E-1,-4.376407027E-2
5.328148271E1,1.166870356E-2,6.940542653E-1,-9.689538002E-2
5.329142671E1,2.880241586E-2,6.877158105E-1,-1.456833780E-1
5.330137071E1,1.056701504E-3,6.600551914E-1,-9.837121725E-2
5.331131571E1,-1.346790095E-2,7.246969644E-1,-5.420836687E-2
5.332125971E1,1.764084863E-2,7.588731359E-1,-1.197644252E-1
5.333120371E1,2.364623146E-2,6.846429525E-1,-1.603107727E-1
5.334114871E1,-2.168631786E-3,6.802055736E-1,-1.088044041E-1
5.335109271E1,3.331935341E-2,7.378971268E-1,-9.517454445E-2
5.336103771E1,3.752489017E-2,6.868401168E-1,-1.249520749E-1
5.337098171E1,-2.369025917E-2,6.333014023E-1,-1.222459835E-1
5.338092571E1,5.234473133E-3,7.290150601E-1,-1.292743367E-1
5.339087071E1,5.730197336E-2,7.733634134E-1,-1.238791108E-1
5.340081554E1,-1.212973824E-2,7.123390934E-1,-1.328469855E-1
5.341075954E1,-4.212672198E-2,7.245235214E-1,-1.368786407E-1
5.342070454E1,2.660766346E-2,7.757495159E-1,-1.563311577E-1
5.343064854E1,3.857515974E-2,7.334528775E-1,-1.434456486E-1
5.344059354E1,-6.630276600E-3,7.324122924E-1,-1.257706851E-1
5.345053754E1,6.161713628E-3,7.541094824E-1,-1.040564650E-1
5.346048154E1,1.859160589E-2,7.527841379E-1,-1.112315834E-1
5.347042654E1,-1.359112188E-3,7.248912381E-1,-1.369663489E-1
5.348037054E1,1.096311822E-2,7.257944137E-1,-1.600067174E-1
5.349031454E1,1.196776123E-2,7.369025154E-1,-1.884364647E-1
5.350025954E1,-1.064940596E-2,7.859575850E-1,-1.203140634E-1
5.351020354E1,6.830379283E-3,7.793278657E-1,-8.572193563E-2
5.352014854E1,8.294001315E-3,7.525093187E-1,-1.078612483E-1
5.353009254E1,-1.419311101E-2,7.516290935E-1,-1.087488556E-1
5.354003654E1,1.129005980E-2,7.414936030E-1,-1.317909783E-1
5.354998154E1,2.559868986E-2,7.489076532E-1,-1.528889018E-1
5.355992554E1,-2.257774416E-3,7.889845423E-1,-1.072192240E-1
5.356986954E1,6.013020761E-3,7.853036470E-1,-1.019666702E-1
5.357981454E1,6.342785452E-3,7.758793972E-1,-1.247064918E-1
5.358975854E1,1.398716111E-2,7.901754740E-1,-9.610542119E-2
5.359970254E1,1.324476572E-2,7.616645966E-1,-1.008843505E-1
5.360964754E1,-9.266767865E-3,7.663132793E-1,-1.188323790E-1
5.361959154E1,1.215253324E-2,7.830363160E-1,-7.181784153E-2
5.362953654E1,2.170475487E-2,7.777602272E-1,-1.104299301E-1
5.363948054E1,1.846920722E-2,8.088000253E-1,-1.324259859E-1
5.364942454E1,-6.434769463E-3,8.246274148E-1,-1.065187275E-1
5.365936954E1,1.777389105E-3,8.360822564E-1,-1.246199530E-1
5.366931354E1,2.606299533E-2,8.414618410E-1,-8.943199396E-2
5.367925754E1,9.481854038E-3,7.931471752E-1,-9.869983077E-2
5.368920254E1,2.929838765E-3,7.998388749E-1,-8.012731969E-2
5.369914654E1,1.364177339E-2,8.027942039E-1,-9.149196804E-2
5.370909154E1,1.350496681E-2,7.840119240E-1,-9.941260636E-2
5.371903554E1,6.297003580E-3,7.952398936E-1,-8.144177377E-2
5.372897954E1,4.541824758E-3,8.000077133E-1,-9.430506349E-2
5.373892454E1,6.236165129E-3,8.217678340E-1,-1.179476953E-1
5.374886854E1,4.903612090E-3,8.259491048E-1,-8.126226425E-2
5.375881254E1,9.838799145E-3,8.439244690E-1,-9.307480931E-2
5.376875754E1,1.028313272E-2,8.393336007E-1,-7.555187345E-2
5.377870154E1,-1.672983415E-2,8.386708188E-1,-5.338332474E-2
5.378864654E1,2.201293968E-4,8.425766127E-1,-7.732416451E-2
5.379859054E1,3.659352008E-4,8.351347151E-1,-1.009609491E-1
5.380853454E1,-1.300713122E-2,8.663576773E-1,-1.331294060E-1
5.381847954E1,5.449906485E-3,8.490423176E-1,-7.503439486E-2
5.382842354E1,-1.262379142E-2,8.048638990E-1,-6.858199239E-2
5.383836754E1,2.878666492E-3,8.671130645E-1,-9.775725961E-2
5.384831254E1,-5.217890795E-3,8.399095514E-1,-8.950976193E-2
5.385825654E1,6.582091888E-3,8.428782559E-1,-7.976888537E-2
5.386820154E1,-1.619578237E-2,8.223779909E-1,-6.104200780E-2
5.387814554E1,4.900332168E-3,8.359873123E-1,-9.470793664E-2
5.388808954E1,-5.892284894E-3,8.533878221E-1,-1.183435518E-1
5.389803454E1,-8.524226295E-3,8.784193868E-1,-1.165326691E-1
5.390797854E1,2.365692090E-3,8.840253317E-1,-8.583186328E-2
5.391792254E1,-2.992933877E-3,8.846833628E-1,-6.665241122E-2
5.392786754E1,-8.226758335E-4,8.828591777E-1,-1.402834743E-1
5.393781154E1,-2.303611105E-3,9.049731280E-1,-1.342760450E-1
5.394775654E1,1.238507884E-2,8.746497600E-1,-8.366137683E-2
5.395770054E1,-2.083965931E-3,8.546806414E-1,-8.559095800E-2
5.396764454E1,1.759948871E-2,8.554890190E-1,-1.206040853E-1
5.397758954E1,6.084758788E-6,8.798179677E-1,-1.532216084E-1
5.398753354E1,1.435389116E-2,8.680454030E-1,-1.201228595E-1
5.399747754E1,-8.982127234E-3,8.669156478E-1,-8.163590133E-2
5.400742254E1,2.681141152E-2,8.741523081E-1,-1.114058304E-1
5.401736654E1,-1.367438989E-2,9.008213856E-1,-1.359378237E-1
5.402731054E1,2.259806324E-2,8.941818722E-1,-1.487958509E-1
5.403725554E1,-3.085904606E-3,8.896412169E-1,-9.908574700E-2
5.404719954E1,1.989436554E-2,8.930777717E-1,-1.343964976E-1
5.405714454E1,-1.939680403E-2,9.202051248E-1,-1.620701998E-1
5.406708854E1,4.922140455E-3,9.105567804E-1,-1.388491523E-1
5.407703254E1,1.335946251E-2,8.927036230E-1,-1.126343304E-1
5.408697754E1,1.624531925E-2,8.821920834E-1,-1.233967155E-1
5.409692154E1,6.944135036E-3,8.919999837E-1,-1.452378201E-1
5.410686554E1,1.590593406E-2,8.942638063E-1,-1.459698915E-1
5.411681054E1,2.837723192E-2,8.899318966E-1,-1.041938746E-1
5.412675454E1,4.519038890E-3,9.124309592E-1,-1.459435791E-1
5.413669954E1,1.574401187E-2,9.168577400E-1,-1.367973644E-1
5.414664354E1,-1.410704730E-3,9.148670554E-1,-1.498044956E-1
5.415658754E1,3.688670313E-2,9.122695030E-1,-1.197012752E-1
5.416653254E1,-2.987397294E-3,9.490938784E-1,-1.427375507E-1
5.417647654E1,2.683640837E-2,9.326230028E-1,-1.392777532E-1
5.418642054E1,-1.179897769E-2,9.088846229E-1,-1.238434428E-1
5.419636554E1,1.791029563E-2,8.874026104E-1,-1.172425210E-1
5.420630954E1,-5.331171462E-3,9.269205058E-1,-1.414780605E-1
5.421625354E1,2.660778224E-2,9.163866006E-1,-1.642161280E-1
5.422619854E1,-1.248398814E-2,9.220048977E-1,-1.071724463E-1
5.423614254E1,9.071973357E-3,9.262254180E-1,-1.094031590E-1
5.424608754E1,1.391609916E-2,9.385819734E-1,-1.270529795E-1
5.425603154E1,2.340704380E-2,9.243350863E-1,-1.676045895E-1
5.426597554E1,-8.796149231E-3,9.399079026E-1,-1.241790730E-1
5.427592054E1,1.469473816E-2,9.389141683E-1,-1.211741889E-1
5.428586454E1,6.388430279E-3,9.261173907E-1,-1.027490276E-1
5.429580854E1,1.192080991E-2,9.152252705E-1,-1.307238615E-1
5.430575354E1,-1.759646460E-3,9.570891418E-1,-1.287632900E-1
5.431569754E1,8.205324635E-3,9.549663102E-1,-1.076378846E-1
5.432564254E1,1.979520041E-3,9.432946099E-1,-8.950800776E-2
5.433558654E1,1.115376486E-2,9.550409353E-1,-1.309577501E-1
5.434553054E1,1.536279168E-2,9.534365324E-1,-1.445589584E-1
5.435547554E1,-1.212805716E-2,9.456315958E-1,-1.129600203E-1
5.436541954E1,-1.488079838E-3,9.430651067E-1,-7.821937323E-2
5.437536354E1,5.071728677E-3,9.642407982E-1,-1.049984515E-1
5.438530854E1,1.578751881E-2,9.313864629E-1,-1.141107523E-1
5.439525254E1,-8.168742992E-3,9.596607473E-1,-8.475246727E-2
5.440519604E1,1.937657632E-3,9.768775083E-1,-9.715908945E-2
5.441514104E1,-6.641952759E-3,9.772702950E-1,-1.070198339E-1
5.442508504E1,-4.507828681E-3,9.673293706E-1,-9.577739239E-2
5.443503004E1,5.477132583E-3,9.647801308E-1,-7.540218472E-2
5.444497404E1,-3.891513878E-3,9.752500089E-1,-7.703472733E-2
5.445491804E1,-1.646722108E-2,9.782926807E-1,-9.333267152E-2
5.446486304E1,1.450292207E-3,9.643434168E-1,-9.151828051E-2
5.447480704E1,-3.100367328E-3,9.604008586E-1,-9.329583406E-2
5.448475104E1,-5.827865023E-3,9.658921981E-1,-6.827910662E-2
5.449469604E1,-4.011564525E-3,9.693962152E-1,-5.703315675E-2
5.450464004E1,-2.414205708E-3,9.741787990E-1,-6.809199572E-2
5.451458404E1,-1.218748863E-2,9.873320375E-1,-6.058943331E-2
5.452452904E1,-1.840595679E-2,9.830266596E-1,-6.835395098E-2
5.453447304E1,4.290522393E-3,9.797894948E-1,-9.946640074E-2
5.454441804E1,6.346531324E-3,9.772943417E-1,-8.612363935E-2
5.455436204E1,-1.596081566E-2,9.701825195E-1,-8.311056912E-2
5.456430604E1,-8.591688545E-3,9.566601755E-1,-5.854115367E-2
5.457425104E1,-1.135584097E-2,9.772168661E-1,-6.705411494E-2
5.458419504E1,-1.383193580E-2,9.874912280E-1,-8.379937112E-2
5.459413904E1,-1.998042011E-2,9.979165211E-1,-1.179091036E-1
5.460408404E1,-1.721342630E-2,1.003363056E0,-8.121841013E-2
5.461402804E1,-8.823558055E-3,9.814330740E-1,-8.044833183E-2
5.462397304E1,-1.934410600E-2,1.004730866E0,-1.150042069E-1
5.463391704E1,-1.819492713E-2,9.985323791E-1,-9.791747332E-2
5.464386104E1,-7.524023512E-3,9.792237036E-1,-8.337661743E-2
5.465380604E1,-4.350693896E-3,9.791321216E-1,-8.694517314E-2
5.466375004E1,-2.360310825E-3,1.017331031E0,-1.174629611E-1
5.467369404E1,-2.362689910E-2,1.024100134E0,-1.139943928E-1
5.468363904E1,-1.862303467E-2,1.024623532E0,-1.049896806E-1
5.469358304E1,1.386502739E-3,9.966320340E-1,-1.048171878E-1
5.470352704E1,6.146501731E-3,1.005568992E0,-1.345795155E-1
5.471347204E1,-2.503220430E-3,9.944695144E-1,-1.231803685E-1
5.472341604E1,-1.060595384E-2,9.847128504E-1,-9.426939547E-2
5.473336104E1,9.327332228E-3,1.008794900E0,-1.000862056E-1
5.474330504E1,8.684156779E-3,1.015059388E0,-1.283534002E-1
5.475324904E1,-9.874028619E-3,9.999972528E-1,-1.235428959E-1
5.476319404E1,-6.343936622E-3,1.012103328E0,-9.268889308E-2
5.477313804E1,2.293058708E-3,1.034563726E0,-1.106304896E-1
5.478308204E1,1.014129206E-2,1.024381896E0,-1.565627074E-1
5.479302704E1,-2.166615411E-2,1.017329423E0,-1.498027414E-1
5.480297104E1,-8.548053699E-3,1.005800907E0,-1.396022737E-1
5.481291504E1,2.249224691E-2,1.008480613E0,-1.217723590E-1
5.482286004E1,1.209091821E-2,1.023355418E0,-1.120244658E-1
5.483280404E1,4.335344955E-3,1.030817415E0,-1.124518973E-1
5.484274904E1,-1.589359095E-2,1.030692504E0,-1.188680470E-1
5.485269304E1,4.344088370E-3,1.031522151E0,-1.640535754E-1
5.486263704E1,1.456066333E-2,1.026567732E0,-1.646271873E-1
5.487258204E1,7.337342016E-4,9.922059111E-1,-1.442473018E-1
5.488252604E1,-2.100536392E-2,1.013662781E0,-1.214747357E-1
5.489247004E1,1.402628263E-2,1.029687733E0,-1.160689849E-1
5.490241504E1,-2.982628159E-4,1.062088397E0,-1.196381253E-1
5.491235904E1,1.413323186E-2,1.056081553E0,-1.251555580E-1
5.492230304E1,-1.321128127E-2,1.049809829E0,-1.113613915E-1
5.493224804E1,2.722701151E-3,1.026420747E0,-1.539969492E-1
5.494219204E1,1.113731956E-2,1.010791432E0,-1.687956673E-1
5.495213704E1,1.562613565E-3,1.015967753E0,-1.562025189E-1
5.496208104E1,-1.200137358E-2,1.040368330E0,-1.018444633E-1
5.497202504E1,-1.547703166E-2,1.056670660E0,-9.658489287E-2
5.498197004E1,1.007428662E-2,1.050039625E0,-1.034466004E-1
5.499191404E1,1.489212736E-4,1.042907191E0,-1.257274157E-1
5.500185804E1,-1.848227209E-2,1.027119416E0,-1.539916867E-1
5.501180304E1,-6.153500117E-3,1.025526196E0,-1.443858808E-1
5.502174704E1,2.269518184E-2,1.007461370E0,-1.362793010E-1
5.503169104E1,1.421127392E-2,1.028875408E0,-1.108129227E-1
5.504163604E1,1.150256954E-4,1.066981347E0,-9.761751115E-2
5.505158004E1,-1.436008556E-2,1.076392295E0,-8.113187134E-2
5.506152504E1,1.151718758E-4,1.057016084E0,-8.305502057E-2
5.507146904E1,5.622792207E-3,1.048455175E0,-1.289854842E-1
5.508141304E1,-8.651686460E-4,1.055026715E0,-1.677314740E-1
5.509135804E1,-7.351320516E-4,1.052347155E0,-1.427112383E-1
5.510130204E1,-5.565160587E-3,1.042203698E0,-8.939983428E-2
5.511124604E1,8.140164725E-3,1.040747961E0,-6.677637219E-2
5.512119104E1,7.926631719E-4,1.061265109E0,-6.930061519E-2
5.513113504E1,-2.085464280E-3,1.049075711E0,-8.409640968E-2
5.514107904E1,-1.486633566E-2,1.033212654E0,-1.219442672E-1
5.515102404E1,-1.508106552E-3,1.047789470E0,-1.300069928E-1
5.516096804E1,-3.259904953E-3,1.044505454E0,-1.356711906E-1
5.517091304E1,-1.447478235E-2,1.057072217E0,-1.173840237E-1
5.518085704E1,-1.079218766E-2,1.075421365E0,-7.769721687E-2
5.519080104E1,-5.587517051E-3,1.071519371E0,-7.962621331E-2
5.520074604E1,-3.116079893E-2,1.064347177E0,-7.765102386E-2
5.521069004E1,-1.285057202E-2,1.051971618E0,-1.051703596E-1
5.522063404E1,-6.851237398E-3,1.062368625E0,-1.338866204E-1
5.523057904E1,-1.296477545E-2,1.080046731E0,-1.305712491E-1
5.524052304E1,-1.135881026E-2,1.077224719E0,-1.021087575E-1
5.525046704E1,9.349697828E-4,1.069718429E0,-8.037524164E-2
5.526041204E1,-8.154928945E-3,1.054704387E0,-8.095002294E-2
5.527035604E1,5.357200708E-3,1.040379586E0,-8.227266312E-2
5.528030004E1,-6.357613625E-3,1.052183214E0,-1.133851129E-1
5.529024504E1,-5.606949907E-3,1.052289341E0,-9.629779458E-2
5.530018904E1,-8.392060949E-3,1.043956182E0,-9.447287858E-2
5.531013404E1,4.605230503E-3,1.061035387E0,-8.261940300E-2
5.532007804E1,-8.542708978E-3,1.066024889E0,-9.082538545E-2
5.533002204E1,-2.998433914E-4,1.038646179E0,-1.065146345E-1
5.533996704E1,-1.993626449E-4,1.038315811E0,-6.936610401E-2
5.534991104E1,2.527988870E-3,1.062142119E0,-8.550500393E-2
5.535985504E1,-8.140584994E-3,1.062361316E0,-1.187084180E-1
5.536980004E1,-4.291244159E-3,1.061555131E0,-1.094031590E-1
5.537974404E1,-4.158941768E-3,1.050291713E0,-1.291380966E-1
5.538968804E1,4.069780866E-3,1.069661857E0,-1.111549848E-1
5.539963304E1,1.519417260E-3,1.059648793E0,-1.181687200E-1
5.540957721E1,-1.046837982E-2,1.065132750E0,-1.124589139E-1
5.541952221E1,-1.123895148E-2,1.075898351E0,-1.016591066E-1
5.542946621E1,1.112206198E-2,1.059495596E0,-1.122601086E-1
5.543941021E1,-1.297374727E-2,1.055139859E0,-1.251058567E-1
5.544935521E1,-1.293217722E-2,1.082655832E0,-1.342093867E-1
5.545929921E1,-1.405314328E-2,1.085246514E0,-1.198106182E-1
5.546924321E1,-1.201102149E-2,1.047049724E0,-9.613348782E-2
5.547918821E1,-3.908900209E-3,1.050525382E0,-1.139177942E-1
5.548913221E1,6.449186504E-3,1.075985255E0,-1.577526158E-1
5.549907621E1,6.909572510E-3,1.084947941E0,-1.241983688E-1
5.550902121E1,-1.929160897E-3,1.082291404E0,-8.809707463E-2
5.551896521E1,1.397166599E-2,1.082679660E0,-1.121700615E-1
5.552890921E1,-1.562003262E-2,1.079546429E0,-1.227769107E-1
5.553885421E1,6.790006086E-3,1.061980516E0,-1.136230946E-1
5.554879821E1,4.796681134E-3,1.059884143E0,-1.182394713E-1
5.555874321E1,-2.102530841E-3,1.065869645E0,-1.239024997E-1
5.556868721E1,-9.576734249E-3,1.062497191E0,-1.222307807E-1
5.557863121E1,2.380565945E-3,1.064283296E0,-1.111257488E-1
5.558857621E1,6.065536067E-3,1.071911354E0,-1.166396731E-1
5.559852021E1,-3.266400844E-4,1.065415463E0,-1.351776856E-1
5.560846421E1,8.307413366E-3,1.075380434E0,-1.132997435E-1
5.561840921E1,-2.697083037E-3,1.073421471E0,-1.107298923E-1
5.562835321E1,-6.134460121E-4,1.063971639E0,-1.162379694E-1
5.563829721E1,-1.255625607E-2,1.079259331E0,-1.262419707E-1
5.564824221E1,1.083090719E-2,1.056450366E0,-1.158883059E-1
5.565818621E1,-1.000480525E-2,1.087799774E0,-1.269436365E-1
5.566813021E1,-1.581405055E-2,1.133881388E0,-1.342538255E-1
5.567807521E1,2.230347320E-4,1.121309801E0,-1.023444003E-1
5.568801921E1,-7.315725591E-3,1.103665609E0,-1.086050141E-1
5.569796421E1,-2.490913868E-3,1.086423778E0,-1.248947722E-1
5.570790821E1,1.299635042E-3,1.075089681E0,-1.069028896E-1
5.571785221E1,9.435213357E-3,1.087632836E0,-1.035828406E-1
5.572779721E1,9.242894780E-3,1.096494949E0,-1.255636936E-1
5.573774121E1,-1.532820174E-2,1.088998453E0,-1.017380440E-1
5.574768521E1,-6.591346934E-3,1.061554985E0,-1.249123138E-1
