"Time (s)","X (m/s^2)","Y (m/s^2)","Z (m/s^2)"
8.242826779E1,9.986203797E-2,-1.843790086E-1,-2.062201864E-1
8.243821208E1,2.230812174E-1,-1.394799207E-1,-2.166381705E-1
8.244815708E1,1.268915415E-1,-6.267893583E-2,-1.935457617E-1
8.245810108E1,2.375042154E-1,-9.513025180E-2,-2.033813632E-1
8.246804508E1,1.613865872E-1,-1.292058512E-1,-1.972219062E-1
8.247798908E1,2.499674459E-1,-1.536312059E-1,-1.495799625E-1
8.248793408E1,2.310000102E-1,-1.978662694E-1,-2.347429043E-1
8.249787808E1,2.529572734E-1,-2.184474452E-1,-9.953422844E-2
8.250782208E1,2.375556343E-1,-1.808617622E-1,-2.248155016E-1
8.251776708E1,2.696224593E-1,-1.810126935E-1,-1.116110677E-1
8.252771108E1,2.722804939E-1,-1.596993732E-1,-1.614457172E-1
8.253765508E1,2.357613065E-1,-1.520139391E-1,-1.181593645E-1
8.254759908E1,2.616968326E-1,-5.754040271E-2,-8.791698039E-2
8.255754408E1,2.278034653E-1,-6.503434047E-2,-1.274336332E-1
8.256748808E1,2.670199184E-1,-3.734536238E-2,-8.940334260E-2
8.257743208E1,1.984320606E-1,-5.992204674E-2,-1.004814774E-1
8.258737608E1,2.787667737E-1,-7.749738827E-2,-3.133113563E-2
8.259732108E1,1.795912354E-1,-1.489357455E-1,-3.194918633E-3
8.260726508E1,2.669688832E-1,-1.478282098E-1,-2.190600872E-2
8.261720908E1,1.659522942E-1,-1.897504071E-1,4.733905792E-3
8.262715308E1,2.652765711E-1,-1.257744127E-1,1.865729570E-2
8.263709808E1,1.769955833E-1,-1.347754703E-1,4.274256170E-2
8.264704208E1,2.561225357E-1,-6.499267906E-2,5.995033264E-2
8.265698608E1,1.874263582E-1,-9.392682172E-2,7.401405573E-3
8.266693108E1,2.252593235E-1,-1.118426174E-1,6.831769824E-2
8.267687508E1,1.668207885E-1,-2.019170011E-1,2.322338641E-2
8.268681908E1,2.198243731E-1,-1.722392388E-1,9.161885262E-2
8.269676308E1,1.545790395E-1,-2.393078987E-1,9.188548565E-2
8.270670808E1,1.815916409E-1,-1.892134865E-1,8.380054057E-2
8.271665208E1,1.744824682E-1,-2.474130166E-1,1.069824117E-1
8.272659608E1,1.629334681E-1,-2.007016573E-1,1.940749347E-2
8.273654008E1,1.413344382E-1,-1.947957502E-1,-2.253809273E-2
8.274648508E1,1.397507382E-1,-1.174360639E-1,-1.099732625E-1
8.275642908E1,1.861806820E-1,-1.281166611E-1,-1.284036863E-1
8.276637308E1,1.326498977E-1,-7.809643552E-2,-1.230312645E-1
8.277631708E1,2.498256509E-1,-9.395949304E-2,-2.079351747E-1
8.278626208E1,2.136827136E-1,-1.015497637E-1,-2.553999478E-1
8.279620608E1,3.338177243E-1,-1.172614514E-1,-3.078126347E-1
8.280615008E1,2.499471451E-1,-9.855810888E-2,-3.406032354E-1
8.281609508E1,3.879660476E-1,-1.020321590E-1,-2.984003717E-1
8.282603908E1,3.389127322E-1,-1.161765736E-1,-4.127719098E-1
8.283598308E1,4.633543817E-1,-1.072347922E-1,-3.665145868E-1
8.284592708E1,4.059610000E-1,-1.559229489E-1,-4.286494392E-1
8.285587208E1,4.797615227E-1,-1.449387351E-1,-3.735470331E-1
8.286581608E1,4.069060196E-1,-1.816654620E-1,-4.217532331E-1
8.287576008E1,4.800842159E-1,-1.721668795E-1,-4.133589703E-1
8.288570408E1,3.928762469E-1,-1.757047373E-1,-4.320764923E-1
8.289564908E1,3.626995344E-1,-1.371943172E-1,-4.046635759E-1
8.290559308E1,2.841415709E-1,-1.553670980E-1,-3.199491155E-1
8.291553708E1,2.750351903E-1,-8.600450233E-2,-3.012239921E-1
8.292548208E1,2.661147146E-1,-1.076201968E-1,-3.057339495E-1
8.293542608E1,2.233426245E-1,-6.817480691E-2,-2.347785723E-1
8.294537008E1,2.544116404E-1,-6.332117938E-2,-1.518714863E-1
8.295531408E1,1.798423367E-1,-8.202401027E-2,-1.126536262E-1
8.296525908E1,2.635910015E-1,-1.725788158E-1,-9.664570391E-2
8.297520308E1,1.996053044E-1,-1.612732244E-1,-5.040241420E-2
8.298514708E1,3.322876907E-1,-2.265290281E-1,-2.450801969E-2
8.299509108E1,2.458356571E-1,-2.175033391E-1,-4.533287823E-2
8.300503608E1,3.380045135E-1,-2.294788022E-1,7.044140697E-3
8.301498008E1,3.050953970E-1,-1.854690758E-1,-4.791500866E-2
8.302492408E1,4.192531098E-1,-2.143077627E-1,-1.529046893E-3
8.303486808E1,3.202087319E-1,-1.300056772E-1,-9.795314133E-2
8.304481308E1,4.537912240E-1,-8.950771540E-2,-3.659362972E-2
8.305475708E1,3.602365045E-1,-7.395719156E-2,-8.347952843E-2
8.306470108E1,4.521647113E-1,-8.236979999E-2,-7.946132183E-2
8.307464608E1,3.419030714E-1,-1.206771024E-1,-8.968517840E-2
8.308459008E1,4.245181255E-1,-2.128924441E-1,-1.015328068E-1
8.309453408E1,3.063062823E-1,-1.955259944E-1,-1.568047822E-1
8.310447808E1,3.254543421E-1,-2.092510175E-1,-1.074186140E-1
8.311442308E1,3.360496065E-1,-8.240744144E-2,-1.658100790E-1
8.312436708E1,2.852462926E-1,-5.678187266E-2,-8.182067335E-2
8.313431108E1,3.053824040E-1,2.600139856E-2,-2.149085641E-1
8.314425508E1,2.873656707E-1,-4.036047913E-2,-1.554798031E-1
8.315420008E1,3.332913653E-1,-1.172986543E-1,-1.586519176E-1
8.316414408E1,3.031387725E-1,-2.613297553E-1,-1.874102783E-1
8.317408808E1,3.939994971E-1,-3.148137253E-1,-1.693143153E-1
8.318403308E1,3.655411350E-1,-3.382369403E-1,-2.477430189E-1
8.319397708E1,4.115595993E-1,-1.695600446E-1,-1.746767968E-1
8.320392108E1,3.605991780E-1,-1.419764625E-1,-2.137204099E-1
8.321386508E1,4.726711524E-1,-3.504484847E-2,-3.108473396E-1
8.322381008E1,3.882555213E-1,-2.682366326E-2,-3.006644136E-1
8.323375408E1,4.678104351E-1,5.399362788E-2,-2.948160285E-1
8.324369808E1,3.654852941E-1,-3.498389125E-3,-2.065084541E-1
8.325364208E1,4.825996515E-1,3.497248918E-2,-2.096466547E-1
8.326358708E1,3.901877703E-1,-7.318608999E-2,-2.021733284E-1
8.327353108E1,4.349126477E-1,-1.722026206E-1,-1.874915546E-1
8.328347508E1,3.157054988E-1,-2.961844962E-1,-2.954159528E-1
8.329342008E1,2.779006000E-1,-2.929618764E-1,-2.727837199E-1
8.330336408E1,2.366310251E-1,-3.118905560E-1,-3.097656047E-1
8.331330808E1,2.555839523E-1,-2.329827462E-1,-2.343026090E-1
8.332325208E1,2.880829414E-1,-1.758747451E-1,-1.923950297E-1
8.333319708E1,2.606042986E-1,-1.011342459E-1,-9.222696304E-2
8.334314108E1,2.951825210E-1,-1.170858157E-1,-1.060217142E-1
8.335308508E1,2.868028580E-1,-8.973458737E-2,-2.066008401E-1
8.336302908E1,3.764453517E-1,-1.179713034E-1,-1.681600749E-1
8.337297408E1,3.267143440E-1,-1.165722840E-1,-1.592038947E-1
8.338291808E1,4.154033031E-1,-1.646474332E-1,-1.387111580E-1
8.339286208E1,3.538572287E-1,-1.647835272E-1,-3.723156095E-2
8.340280708E1,4.851578815E-1,-2.234097578E-1,8.707673550E-3
8.341275108E1,3.758011347E-1,-1.861971273E-1,4.624387443E-2
8.342269508E1,5.105374286E-1,-1.484103732E-1,-5.345699966E-2
8.343263908E1,3.650885605E-1,-7.239920095E-2,-5.603503704E-2
8.344258408E1,4.851707088E-1,-4.870694093E-2,-5.561052918E-2
8.345252808E1,3.629036388E-1,-1.524588391E-2,-1.432187766E-1
8.346247208E1,4.214061643E-1,-1.110576287E-2,2.984418869E-3
8.347241608E1,3.753351482E-1,-8.039694943E-2,-6.158989191E-2
8.348236108E1,4.465891719E-1,-2.072151632E-1,-1.146463573E-2
8.349230508E1,3.931082718E-1,-2.408197694E-1,-3.876236200E-2
8.350224908E1,4.483466622E-1,-2.739476813E-1,4.564687371E-2
8.351219408E1,4.458216883E-1,-2.420487079E-1,-2.220187783E-2
8.352213808E1,4.677193648E-1,-1.694062628E-1,-2.370812058E-2
8.353208208E1,4.641128021E-1,-7.622642286E-2,1.254812479E-3
8.354202608E1,4.475856471E-1,-4.832584865E-2,-3.588962495E-2
8.355197108E1,4.656648725E-1,-6.337555848E-2,-6.032806277E-2
8.356191508E1,4.081387223E-1,-9.694880895E-2,-1.122934377E-1
8.357185908E1,4.686970923E-1,-1.388704216E-1,-1.825319463E-1
8.358180308E1,3.343446315E-1,-2.103551180E-1,-1.885534090E-1
8.359174808E1,4.201427637E-1,-1.809667929E-1,-2.343914866E-1
8.360169208E1,3.165998304E-1,-1.573536895E-1,-2.706342834E-1
8.361163608E1,4.170714406E-1,-7.186176874E-2,-2.737800854E-1
8.362158108E1,2.811179574E-1,-2.734713525E-2,-2.808324122E-1
8.363152508E1,4.062283639E-1,-2.903581113E-3,-2.720212430E-1
8.364146908E1,3.370277726E-1,-8.965469979E-2,-3.892684418E-1
8.365141308E1,4.271930440E-1,-1.241730065E-1,-2.502345175E-1
8.366135808E1,3.948355027E-1,-2.162405598E-1,-3.146445215E-1
8.367130208E1,4.681576501E-1,-2.306501457E-1,-2.147992212E-1
8.368124608E1,4.216911064E-1,-1.686643242E-1,-2.850324672E-1
8.369119008E1,4.898490660E-1,-1.403603652E-1,-2.363818789E-1
8.370113508E1,4.874674585E-1,-1.211025605E-1,-2.384898001E-1
8.371107908E1,5.043816262E-1,-9.304286890E-2,-1.953817874E-1
8.372102308E1,5.020600623E-1,-8.756468564E-2,-1.976639557E-1
8.373096808E1,5.084611189E-1,-7.305905923E-2,-1.785114008E-1
8.374091208E1,5.517393952E-1,-6.173000582E-2,-2.328799814E-1
8.375085608E1,4.896331210E-1,-5.739736520E-2,-1.312559581E-1
8.376080008E1,5.396164726E-1,-1.136684105E-1,-1.020941395E-1
8.377074508E1,4.668840169E-1,-1.910754593E-1,-1.016555983E-1
8.378068908E1,5.386599778E-1,-2.817268170E-1,-6.677110970E-2
8.379063308E1,3.881433644E-1,-2.340215041E-1,-3.157788813E-2
8.380057808E1,4.681996770E-1,-1.333555470E-1,-6.884921014E-2
8.381052208E1,3.350788591E-1,-2.495423533E-2,-1.579099059E-1
8.382046608E1,4.597680286E-1,1.439555258E-2,-1.390491271E-1
8.383041008E1,4.016964428E-1,-1.247328043E-2,-1.221495044E-1
8.384035508E1,5.194261101E-1,-1.084567872E-1,-2.558273792E-2
8.385029908E1,4.242850775E-1,-1.290332852E-1,-5.118477166E-2
8.386024308E1,5.038327188E-1,-1.365376749E-1,7.547995269E-2
8.387018808E1,4.149452103E-1,-1.241520296E-1,-6.388375461E-2
8.388013208E1,4.935757524E-1,-1.533552904E-1,-2.103535831E-2
8.389007608E1,3.917951333E-1,-1.426955970E-1,-5.801198065E-2
8.390002008E1,4.567892376E-1,-1.615734789E-1,-6.080402613E-2
8.390996508E1,3.747622307E-1,-1.205922447E-1,-1.649616480E-2
8.391990908E1,4.195715638E-1,-1.322014529E-1,-1.854502916E-2
8.392985308E1,4.158442562E-1,-8.009004369E-2,-1.285504514E-1
8.393979708E1,3.629822838E-1,-5.680343427E-2,-1.497764289E-1
8.394974208E1,4.115699050E-1,-2.128488824E-2,-2.036374712E-1
8.395968608E1,3.528849098E-1,-8.119370565E-2,-1.890615320E-1
8.396963008E1,4.587016061E-1,-1.402132346E-1,-2.556478697E-1
8.397957508E1,3.607556641E-1,-2.207154340E-1,-2.427418953E-1
8.398951908E1,4.897673877E-1,-2.297607111E-1,-2.326858538E-1
8.399946308E1,4.062043903E-1,-2.606648538E-1,-2.404293215E-1
8.400940708E1,5.200580844E-1,-1.867745398E-1,-2.251178026E-1
8.401935208E1,4.753145324E-1,-2.191434100E-1,-3.011245894E-1
8.402929608E1,5.939505546E-1,-1.824773479E-1,-2.678480852E-1
8.403924008E1,5.753213621E-1,-2.011975743E-1,-3.766349477E-1
8.404918508E1,6.841487896E-1,-1.063188989E-1,-2.153664011E-1
8.405912908E1,5.763474388E-1,-1.151356231E-1,-2.596526277E-1
8.406907308E1,6.362312959E-1,-8.771042749E-2,-2.660442191E-1
8.407901708E1,5.876586948E-1,-3.679959789E-2,-2.985067910E-1
8.408896208E1,6.402750841E-1,-3.391589731E-2,-3.083388841E-1
8.409890608E1,5.892135790E-1,-8.645546883E-2,-2.361807346E-1
8.410885008E1,6.477497260E-1,-3.296060845E-2,-4.501771331E-2
8.411879508E1,6.215325652E-1,-6.356449664E-2,-1.153790134E-1
8.412873908E1,5.950026514E-1,-1.051808846E-1,-5.399903655E-2
8.413868308E1,6.626146638E-1,-1.039654677E-1,-3.933831275E-2
8.414862708E1,5.781747302E-1,-1.490053274E-1,-2.752576768E-2
8.415857208E1,6.222017059E-1,-1.572243199E-1,8.875196278E-2
8.416851608E1,5.185879848E-1,-1.165028483E-1,1.606048876E-1
8.417846008E1,5.558059144E-1,-1.629785648E-1,1.249514902E-1
8.418840508E1,4.643830897E-1,-8.844235271E-2,7.927187204E-2
8.419834908E1,5.809861812E-1,-1.035742890E-1,9.661588311E-2
8.420829308E1,4.568816602E-1,-6.943926729E-2,1.266524452E-1
8.421823708E1,5.064384574E-1,-7.309618905E-2,2.872579175E-1
8.422818208E1,4.364868644E-1,-1.156055199E-1,1.896287119E-1
8.423812608E1,5.188887144E-1,-2.042506979E-1,2.077199972E-1
8.424807008E1,3.915991054E-1,-1.980500181E-1,1.650224590E-1
8.425801508E1,4.344476479E-1,-2.857671699E-1,7.836263001E-2
8.426795908E1,3.099130642E-1,-1.893169823E-1,-5.346693993E-3
8.427790308E1,4.054115444E-1,-1.535873517E-1,-3.645972848E-2
8.428784708E1,3.297055603E-1,-1.109171493E-1,9.431558847E-4
8.429779208E1,3.959260815E-1,-7.409445494E-2,9.751869321E-2
8.430773608E1,3.589730308E-1,-1.750897564E-2,5.230275929E-2
8.431768008E1,4.091663705E-1,-4.799051084E-2,-4.866052866E-3
8.432762408E1,4.645454961E-1,-7.125387758E-2,-8.570907176E-2
8.433756908E1,4.466495079E-1,-1.277824196E-1,-2.507695377E-2
8.434751308E1,5.402544404E-1,-9.288126647E-2,-1.115970343E-1
8.435745708E1,4.708743761E-1,-1.445194166E-1,-6.006727695E-2
8.436740208E1,5.731177292E-1,-1.569157331E-1,-1.178441995E-1
8.437734608E1,5.120104884E-1,-2.227602784E-1,-1.742446876E-1
8.438729008E1,5.803580440E-1,-1.681521081E-1,-1.368125671E-1
8.439723508E1,5.345233285E-1,-1.239891846E-1,-1.740517294E-1
8.440717908E1,6.317116906E-1,1.305463985E-3,-1.364488703E-1
8.441712308E1,6.100014174E-1,2.403636865E-2,-1.795130289E-1
8.442706708E1,6.549353693E-1,4.050907150E-2,-1.314278662E-1
8.443701233E1,5.724538510E-1,-4.319433220E-2,-1.468335253E-1
8.444695633E1,6.587875881E-1,-9.396994494E-2,-2.400586081E-1
8.445690033E1,4.983575688E-1,-2.301371256E-1,-2.479845089E-1
8.446684533E1,6.508051155E-1,-1.912508027E-1,-3.153099346E-1
8.447678933E1,6.136046179E-1,-2.145314187E-1,-3.751626188E-1
8.448673333E1,6.470042060E-1,-9.520414598E-2,-2.227350622E-1
8.449667733E1,6.017809631E-1,-9.448099159E-2,-3.001077586E-1
8.450662233E1,6.204041257E-1,-7.354664393E-2,-1.668456209E-1
8.451656633E1,6.446626154E-1,-1.355807780E-1,-2.136987752E-1
8.452651033E1,5.867323862E-1,-4.317788690E-2,-9.929917037E-2
8.453645533E1,6.129105899E-1,6.526735201E-3,1.821583092E-2
8.454639933E1,5.558486722E-1,7.162378706E-2,1.210823876E-1
8.455634333E1,6.115537070E-1,1.067507158E-1,8.425311506E-2
8.456628733E1,5.802572892E-1,3.678541839E-2,3.410622418E-2
8.457623233E1,7.269255576E-1,-1.255791157E-1,4.336236656E-2
8.458617633E1,6.219847012E-1,-2.137877990E-1,8.359062552E-2
8.459612033E1,6.958060911E-1,-2.091133887E-1,1.184464628E-1
8.460606533E1,5.649084577E-1,-1.550590959E-1,4.267531872E-2
8.461600933E1,6.740934791E-1,-8.522711501E-2,5.314066529E-2
8.462595333E1,5.050112251E-1,-1.107616865E-1,2.990149140E-2
8.463589733E1,5.946486391E-1,-3.619989283E-2,-8.178792894E-2
8.464584233E1,4.675956231E-1,-4.955697991E-2,-1.228599411E-1
8.465578633E1,6.102933031E-1,-3.248888433E-2,-2.741233170E-2
8.466573033E1,5.327738781E-1,-6.533210993E-2,-1.536355913E-2
8.467567533E1,5.920263821E-1,-8.881979048E-2,1.350122094E-3
8.468561933E1,5.275040750E-1,-7.211312592E-2,-1.211519694E-1
8.469556333E1,6.185551630E-1,-6.985288471E-2,-1.889954585E-1
8.470550833E1,5.633127160E-1,-7.115447491E-2,-1.916079944E-1
8.471545233E1,5.164851433E-1,-8.285555743E-2,-1.066222233E-1
8.472539633E1,5.034977830E-1,-1.115319841E-1,-1.897824937E-1
8.473534033E1,4.615346551E-1,-1.527326350E-1,-2.235068947E-1
8.474528533E1,4.941834608E-1,-1.849350788E-1,-2.747828829E-1
8.475522933E1,4.199513770E-1,-2.003315286E-1,-2.688462049E-1
8.476517333E1,4.930062336E-1,-1.873350685E-1,-2.919503081E-1
8.477511833E1,4.489594139E-1,-2.613262470E-1,-2.454351228E-1
8.478506233E1,5.328364799E-1,-2.873571740E-1,-2.031223315E-1
8.479500633E1,4.764508292E-1,-3.471221499E-1,-2.622996622E-1
8.480495033E1,5.666014094E-1,-3.949344669E-1,-2.419905281E-1
8.481489533E1,4.907732185E-1,-4.420387591E-1,-2.309737891E-1
8.482483933E1,5.930433226E-1,-4.250544979E-1,-1.429848880E-1
8.483478333E1,4.827849352E-1,-4.343420691E-1,-1.237171429E-1
8.484472833E1,6.052046175E-1,-5.952211180E-1,-7.960633278E-2
8.485467233E1,4.467717878E-1,-5.742541721E-1,-6.021345735E-2
8.486461633E1,5.898128090E-1,-5.718249464E-1,-3.360277891E-2
8.487456033E1,4.994462838E-1,-5.536615212E-1,-6.045787096E-2
8.488450533E1,5.906513363E-1,-5.627485328E-1,-1.290714383E-2
8.489444933E1,4.985447162E-1,-5.905864687E-1,-5.969013155E-2
8.490439333E1,5.538699744E-1,-6.019245853E-1,-1.586525023E-2
8.491433833E1,5.450014293E-1,-6.638457220E-1,-2.612185121E-2
8.492428233E1,5.914873054E-1,-7.180156434E-1,5.600521624E-2
8.493422633E1,6.911960732E-1,-7.772700843E-1,-4.993229806E-2
8.494417133E1,6.523074844E-1,-7.660939356E-1,-6.586362183E-2
8.495411533E1,7.688405921E-1,-5.298040042E-1,8.919927478E-3
8.496405933E1,5.961827292E-1,-5.139656512E-1,8.012731969E-2
8.497400333E1,6.626417072E-1,-4.897970624E-1,-6.245352566E-2
8.498394833E1,5.494749878E-1,-7.009237935E-1,-2.349773777E-1
8.499389233E1,6.024681206E-1,-7.004944617E-1,-3.843123418E-1
8.500383633E1,5.498091928E-1,-6.289135055E-1,-3.806625098E-1
8.501378133E1,6.808540298E-1,-4.527621871E-1,-1.991433012E-1
8.502372533E1,5.695760342E-1,-4.231396810E-1,-7.719143271E-2
8.503366933E1,6.149908465E-1,-4.749308089E-1,-1.151135498E-1
8.504361333E1,5.495607957E-1,-5.940477280E-1,-3.015461737E-1
8.505355833E1,6.994338499E-1,-5.671610610E-1,-4.557875365E-1
8.506350233E1,6.022133647E-1,-6.450725053E-1,-3.440636176E-1
8.507344633E1,6.930301255E-1,-6.972985198E-1,-2.806552416E-1
8.508339133E1,5.488151661E-1,-7.508710020E-1,-3.245690006E-1
8.509333533E1,6.154138195E-1,-6.777819027E-1,-1.924260199E-1
8.510327933E1,4.894578142E-1,-7.111558362E-1,-3.434976071E-1
8.511322433E1,5.305528864E-1,-6.903149709E-1,-3.349747056E-1
8.512316833E1,4.164702006E-1,-7.853700860E-1,-5.261991227E-1
8.513311233E1,4.682256240E-1,-6.723835339E-1,-4.231010163E-1
8.514305633E1,5.326889108E-1,-6.741137981E-1,-4.900463730E-1
8.515300133E1,5.991443805E-1,-6.239064617E-1,-3.216933399E-1
8.516294533E1,6.410986644E-1,-6.195227310E-1,-2.947938091E-1
8.517288933E1,6.371262123E-1,-6.159429925E-1,-2.839010310E-1
8.518283433E1,6.093439345E-1,-6.709275772E-1,-3.772325331E-1
8.519277833E1,6.466609745E-1,-6.863269506E-1,-3.835714996E-1
8.520272233E1,6.853489307E-1,-7.416696042E-1,-3.485876083E-1
8.521266733E1,5.461998893E-1,-7.270236446E-1,-2.868053430E-1
8.522261133E1,5.512605813E-1,-7.236991370E-1,-2.976092434E-1
8.523255533E1,4.737254785E-1,-6.424471785E-1,-3.657626349E-1
8.524249933E1,5.493743061E-1,-6.524245749E-1,-2.852833128E-1
8.525244433E1,4.554383115E-1,-5.998958939E-1,-2.188612819E-1
8.526238833E1,5.681221605E-1,-5.945304888E-1,-1.793943304E-1
8.527233233E1,4.093133183E-1,-5.586017971E-1,-2.331887144E-1
8.528227733E1,5.058837759E-1,-6.203047230E-1,-2.808481997E-1
8.529222133E1,4.372487931E-1,-5.781264176E-1,-3.880767792E-1
8.530216533E1,5.319840655E-1,-6.561274704E-1,-3.318353355E-1
8.531210933E1,3.981902331E-1,-6.056083312E-1,-3.579408145E-1
8.532205433E1,4.678714289E-1,-7.366930389E-1,-1.717508501E-1
8.533199833E1,3.713686163E-1,-6.311730158E-1,-3.521842307E-1
8.534194233E1,4.745668928E-1,-5.880508967E-1,-2.162785667E-1
8.535188733E1,4.007586225E-1,-4.782269575E-1,-3.073279005E-1
8.536183133E1,4.861284096E-1,-5.590112849E-1,-2.266737467E-1
8.537177533E1,3.909293799E-1,-5.730531541E-1,-2.044315231E-1
8.538172033E1,5.158042716E-1,-6.252036665E-1,-1.603049254E-1
8.539166433E1,4.475896305E-1,-6.431389772E-1,-1.959904826E-1
8.540160833E1,5.369330757E-1,-6.581623015E-1,-1.572351372E-1
8.541155233E1,5.175749912E-1,-6.818534651E-1,-1.983083189E-1
8.542149733E1,5.562719740E-1,-6.462776164E-1,-1.544658959E-1
8.543144133E1,6.111984155E-1,-6.104687561E-1,-2.630288100E-1
8.544138504E1,5.864269057E-1,-4.908107868E-1,-7.534137368E-2
8.545133004E1,6.622471663E-1,-5.341344521E-1,-1.093499494E-1
8.546127404E1,5.889359459E-1,-5.420344425E-1,-2.284331739E-2
8.547121804E1,6.374084866E-1,-6.327579036E-1,-1.197515613E-1
8.548116304E1,5.901057545E-1,-6.145771560E-1,-1.860794520E-1
8.549110704E1,6.614440513E-1,-6.259820040E-1,-1.855309832E-1
8.550105104E1,5.558925994E-1,-5.046800169E-1,-1.740347725E-1
8.551099504E1,6.375124209E-1,-6.389794873E-1,-5.835287333E-2
8.552094004E1,5.254530545E-1,-5.046798342E-1,-7.889998913E-2
8.553088404E1,5.973674847E-1,-5.626019504E-1,-1.093207133E-1
8.554082804E1,5.045934781E-1,-4.785967573E-1,-2.306095076E-1
8.555077304E1,5.805435835E-1,-5.880971994E-1,-2.161183530E-1
8.556071704E1,4.571854961E-1,-5.947641216E-1,-2.119913882E-1
8.557066104E1,6.095085702E-1,-6.431359805E-1,-1.192013383E-1
8.558060504E1,5.225250247E-1,-5.108502547E-1,-1.423054415E-1
8.559055004E1,6.509952962E-1,-5.593324798E-1,-5.610052586E-2
8.560049404E1,5.301575049E-1,-5.408347765E-1,-9.986108780E-2
8.561043804E1,5.795527728E-1,-6.209643620E-1,-5.393354774E-2
8.562038304E1,4.861289943E-1,-5.982539226E-1,-2.641631699E-1
8.563032704E1,5.777130195E-1,-5.621495952E-1,-1.951660252E-1
8.564027104E1,5.021689301E-1,-5.731144036E-1,-2.597327346E-1
8.565021604E1,5.219044524E-1,-6.188631651E-1,-1.013731778E-1
8.566016004E1,4.411432580E-1,-5.962651749E-1,-1.467715448E-1
8.567010404E1,5.105759837E-1,-6.444853717E-1,-2.015681416E-1
8.568004804E1,4.481402921E-1,-5.508689640E-1,-2.820012707E-1
8.568999304E1,4.554775244E-1,-5.765469385E-1,-2.697250414E-1
8.569993704E1,4.031121268E-1,-5.563675395E-1,-2.246973878E-1
8.570988104E1,4.110917124E-1,-6.179527536E-1,-2.719779736E-1
8.571982604E1,4.400384631E-1,-5.523644625E-1,-3.558299696E-1
8.572977004E1,4.318587566E-1,-5.268683730E-1,-2.937033033E-1
8.573971404E1,4.747692430E-1,-5.246098129E-1,-2.606460696E-1
8.574965904E1,4.543590252E-1,-5.471427528E-1,-1.850754851E-1
8.575960304E1,5.489185522E-1,-5.480126723E-1,-2.099594808E-1
8.576954704E1,5.544174565E-1,-5.575953817E-1,-2.674580759E-1
8.577949104E1,6.510646588E-1,-5.287089304E-1,-2.176257652E-1
8.578943604E1,5.318927393E-1,-5.820255603E-1,-1.324634081E-1
8.579938004E1,6.349409616E-1,-5.371600573E-1,-9.760289311E-2
8.580932404E1,5.233960771E-1,-5.208742826E-1,-2.224584889E-1
8.581926904E1,7.021231306E-1,-4.639267145E-1,-1.868594706E-1
8.582921304E1,5.774284793E-1,-4.926206462E-1,-1.969038177E-1
8.583915704E1,6.846987934E-1,-5.011478966E-1,-4.289868236E-2
8.584910104E1,5.436108153E-1,-5.613926001E-1,-1.538671410E-1
8.585904604E1,6.756070308E-1,-5.487501524E-1,-1.676659852E-1
8.586899004E1,5.621129770E-1,-5.532046343E-1,-2.473395610E-1
8.587893404E1,6.293435682E-1,-5.606656450E-1,-1.406343073E-1
8.588887904E1,4.574224911E-1,-6.259939907E-1,-1.501138133E-1
8.589882304E1,5.426527855E-1,-5.787735582E-1,-1.146522045E-1
8.590876704E1,4.350515191E-1,-5.824428688E-1,-2.404585576E-1
8.591871204E1,5.347358017E-1,-5.019722810E-1,-1.859899896E-1
8.592865604E1,4.271737847E-1,-5.070591028E-1,-1.731693846E-1
8.593860004E1,4.894341330E-1,-5.055672953E-1,-1.191662550E-1
8.594854404E1,4.912838266E-1,-5.381219243E-1,-1.355448908E-1
8.595848904E1,5.662997296E-1,-5.056786848E-1,-8.138037801E-2
8.596843304E1,5.430836888E-1,-5.664224480E-1,-1.206643116E-1
8.597837704E1,5.641868748E-1,-4.948086013E-1,-6.665533483E-2
8.598832204E1,5.785570285E-1,-5.737876740E-1,-1.152158761E-1
8.599826604E1,5.466200482E-1,-4.909848146E-1,-9.369344473E-2
8.600821004E1,5.915788509E-1,-5.045137732E-1,-6.546484172E-2
8.601815504E1,5.452516901E-1,-4.471327437E-1,-4.081941247E-2
8.602809904E1,6.280660978E-1,-5.189692232E-1,3.439800024E-2
8.603804304E1,5.491874145E-1,-5.151840282E-1,-8.917003870E-3
8.604798704E1,6.436546285E-1,-5.492353251E-1,-3.308354616E-2
8.605793204E1,5.395079702E-1,-4.834898170E-1,-1.277400273E-1
8.606787604E1,6.271940587E-1,-5.177817999E-1,-1.125244027E-1
8.607782004E1,4.975864672E-1,-5.437470919E-1,-1.194627088E-1
8.608776504E1,5.476034403E-1,-5.857578746E-1,-9.557098567E-2
8.609770904E1,3.986333058E-1,-5.315658799E-1,-2.228736413E-1
8.610765304E1,5.143204310E-1,-5.049110916E-1,-1.861034256E-1
8.611759804E1,4.312662509E-1,-4.791976684E-1,-2.512770760E-1
8.612754204E1,5.741945671E-1,-5.117019747E-1,-1.501442188E-1
8.613748604E1,4.364354454E-1,-5.527340066E-1,-2.126316583E-1
8.614743004E1,6.010581376E-1,-5.483483025E-1,-1.813841379E-1
8.615737504E1,4.679337749E-1,-6.095425937E-1,-2.622756886E-1
8.616731904E1,5.345524915E-1,-6.062349700E-1,-1.668269098E-1
8.617726304E1,4.737960105E-1,-7.024753522E-1,-2.496661681E-1
